player_id,player_name,positions,def_ff,def_fr,def_pd,def_sacks,def_tackles,fg_att,fg_made,gp,kr_no,kr_td,kr_yds,pass_att,pass_cmp,pass_int,pass_td,pass_yds,pat_att,pat_made,pr_no,pr_td,pr_yds,punt_no,punt_yds,recv_rec,recv_td,recv_yds,rush_att,rush_td,rush_yds
florian-bierbaumer,Florian Bierbaumer,TE/WR,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,12.0,3.0,216.0,,,
florian-borger,Florian Borger,LB,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
florian-eichhorn,Florian Eichhorn,TE/WR,,,,,,,,9.0,,,,,,,,,,,,,,,,12.0,1.0,208.0,,,
florian-finke,Florian Finke,K,,,,,3.0,12.0,6.0,12.0,,,,,,,,,21.0,13.0,,,,30.0,1166.0,,,,,,
florian-giese,Florian Giese,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
florian-grunsteidl,Florian Grünsteidl,DL/LB,,,,0.5,12.0,,,14.0,,,,,,,,,,,,,,,,,,,,,
florian-kallwitz,Florian Kallwitz,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
florian-markus,Florian Markus,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
florian-rosenberger,Florian Rosenberger,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
florian-sudi,Florian Sudi,DL/LB,1.0,1.0,1.0,3.0,29.0,,,14.0,,,,,,,,,,,,,,3.0,110.0,1.0,,5.0,,,
florian-wegan,Florian Wegan,RB,,,,,,,,11.0,,,,,,,,,,,,,,,,2.0,,25.0,105.0,6.0,451.0
francesco-runco,Francesco Runco,,,,,,2.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
francis-bongwalanga,Francis Bongwalanga,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,
frank-atunlese,Frank Atunlese,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
frederic-latour,Frederic Latour,,,,,,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
frederick-wilhelm-weinreich,Frederick Wilhelm  Weinreich,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
frederik-schneider,Frederik Schneider,,,,,,4.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
feli-manoka,Féli Manoka,WR,,,,,,,,6.0,,,,,,,,,,,,,,,,21.0,2.0,296.0,,,
gabriel-cunningham,Gabriel Cunningham,QB,,,,,,,,3.0,,,,88.0,43.0,3.0,10.0,652.0,,,,,,,,,,,52.0,3.0,354.0
gabriel-kalus,Gabriel Kalus,LB,,,4.0,,20.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
gabriel-rodriguez,Gabriel Rodriguez,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,
gennadiy-adams,Gennadiy Adams,RB,,,,,,,,2.0,,,,,,,,,,,,,,,,4.0,1.0,33.0,28.0,,92.0
gerald-ameln,Gerald Ameln,RB,,,,,,,,12.0,,,,,,,,,,,,,,,,2.0,,24.0,46.0,1.0,129.0
gerd-mitterdorfer,Gerd Mitterdorfer,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,
giacomo-de-pauli,Giacomo De Pauli,RB,,,,,,,,12.0,,,,,,,,,,,,,,,,1.0,,9.0,6.0,,22.0
gian-de-guzman,Gian De Guzman,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,
gideon-grabert,Gideon Grabert,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
gino-chongo,Gino Chongo,LB,,,4.0,,27.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
gino-vito-behling-lang,Gino-Vito Behling-Lang,LB,,,2.0,1.5,12.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
giorgio-tavecchio,Giorgio Tavecchio,K,,,,,1.0,16.0,9.0,13.0,,,,,,,,,46.0,39.0,,,,4.0,160.0,,,,,,
giovanni-nanguy,Giovanni Nanguy,DL/LB,3.0,1.0,4.0,8.0,28.0,,,14.0,,,,,,,,,,,,,,,,,,,,,
glen-toonga,Glen Toonga,RB,,,,,,,,14.0,,,,,,,,,,,,,,,,5.0,1.0,14.0,306.0,21.0,1683.0
goran-zec,Goran Zec,DB/LB,3.0,,8.0,3.5,88.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
grzegorz-lary,Grzegorz Lary,CB/LB,,,11.0,,21.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
guillem-visent,Guillem Visent,WR,,,,,,,,7.0,,,,,,,,,,,,,,,,5.0,,32.0,,,
hamsa-el-zein,Hamsa El-Zein,DL,,,,,3.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
harlan-kwofie,Harlan Kwofie,WR,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,41.0,7.0,709.0,,,
hayati-berker-esme,Hayati Berker Eşme,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,1.0,,1.0,6.0,,21.0
hendrik-schwarz,Hendrik Schwarz,WR,,,,,,,,12.0,,,,,,,,,,,,,,33.0,1336.0,10.0,1.0,194.0,1.0,,
henri-perl,Henri Perl,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,
hiller-tuna,Hiller Tuna,LB,,1.0,,0.5,9.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
hiswill-awuah,Hiswill Awuah,DL/LB,,2.0,,3.5,26.0,,,14.0,,,,,,,,,,,,,,,,,,,,,
hubert-jarmuz,Hubert Jarmuż,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
hubert-ogrodowczyk,Hubert Ogrodowczyk,LB,,,2.0,0.5,41.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
huseyin-akay,Hüseyin Akay,,,,,,4.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
ian-gehrke,Ian Gehrke,QB,,,,,2.0,,,10.0,,,,6.0,1.0,1.0,,,,,1.0,,5.0,,,13.0,1.0,212.0,,,
ibrahim-mohammed-eltayeb-eldewieh,Ibrahim Mohammed Eltayeb  Eldewieh,LB,,1.0,5.0,1.0,40.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
idriss-ramky,Idriss Ramky,WR,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,6.0,,66.0,,,
igor-maslanka,Igor Mašlanka,TE/WR,,,,,2.0,,,13.0,,,,,,,,,,,,,,,,12.0,1.0,216.0,,,
ilja-becher,Ilja Becher,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,
isaiah-green-2,Isaiah Green,QB,,,,,1.0,,,6.0,,,,202.0,103.0,3.0,11.0,1550.0,,,,,,,,,,,96.0,4.0,478.0
jacek-wszo,Jacek Wszół,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
jackson-erdmann,Jackson Erdmann,QB,,,,,2.0,,,14.0,,,,400.0,245.0,16.0,27.0,3312.0,,,,,,,,1.0,,,31.0,1.0,89.0
jadrian-alexander-clark,Jadrian Alexander Clark,QB,,,,,1.0,,,6.0,,,,194.0,125.0,5.0,23.0,2118.0,,,,,,,,1.0,,4.0,22.0,,117.0
jahn-jesus-lara-perez,Jahn Jesus Lara Perez,DE/LB,1.0,,1.0,,10.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
jakeb-sullivan,Jakeb Sullivan,QB,,,,,1.0,,,11.0,,,,371.0,246.0,7.0,31.0,2930.0,,,,,,,,,,,74.0,5.0,313.0
jakob-bojko,Jakob Bojko,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
jakub-halicki,Jakub Halicki,S,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,
jakub-mazan,Jakub Mazan,,,,,,,,,12.0,12.0,,262.0,,,,,,,,12.0,,105.0,,,40.0,5.0,472.0,,,8.0
jakub-zmaczynski,Jakub Zmaczyński,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
jalen-conwell,Jalen Conwell,RB,,,,,,,,11.0,11.0,,183.0,,,,,,,,,,,,,20.0,1.0,186.0,107.0,1.0,256.0
jalen-embry,Jalen Embry,CB/DB/LB,,,9.0,,44.0,,,11.0,,,,,,,,,,,14.0,,124.0,,,,,,,,
jamaal-white,Jamaal White,LB,1.0,1.0,,0.5,10.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
jamal-okeke,Jamal Okeke,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,
jamalcolm-liggins,Jamalcolm Liggins,CB/LB,,,8.0,,16.0,,,5.0,2.0,,53.0,,,,,,,,,,,,,,,,,,
jamarii-milliken,Jamarii Milliken,LB,1.0,,8.0,,27.0,,,11.0,19.0,,423.0,,,,,,,,2.0,,21.0,,,1.0,,6.0,,,
jamen-werneke,Jamen Werneke,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
jan-chmiel,Jan Chmiel,LB,,,,1.0,11.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
jan-frank-weinreich,Jan Frank Weinreich,QB,,,,,1.0,,,11.0,,,,445.0,250.0,14.0,29.0,3128.0,,,,,,,,,,,26.0,2.0,2.0
jan-frederic-grischenig,Jan Frederic Grischenig,WR,,,,,,,,13.0,,,,,,,,,,,,,,,,5.0,1.0,45.0,,,
jan-mayerhofer,Jan Mayerhofer,S/LB,,,6.0,,27.0,,,13.0,,,,,,,,,,,,,,,,,,,,,
jan-mika-hesseln,Jan Mika Hesseln,,,1.0,1.0,,4.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
jan-steiger,Jan Steiger,,,1.0,,,2.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
jan-szwej,Jan Szwej,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,2.0
jan-hendrik-koch,Jan-Hendrik Koch,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
jan-niclas-dalbeck,Jan-Niclas Dalbeck,,,1.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,
jan-phillip-bombek,Jan-Phillip Bombek,LB,2.0,2.0,,5.5,14.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
janek-wenke,Janek Wenke,DE/LB,1.0,,,2.5,42.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
janez-von-renesse,Janez von Renesse,WR,,,,,,,,7.0,,,,,,,,,,,,,,,,1.0,,22.0,,,
janis-hackenberg,Janis Hackenberg,RB,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,1.0,,,6.0,1.0,9.0
janis-kaiser,Janis Kaiser,QB,,,,,,,,4.0,,,,38.0,18.0,4.0,,208.0,,,,,,,,,,,6.0,,16.0
jannik-lorcks,Jannik Lörcks,WR,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,48.0,4.0,533.0,1.0,,
jannik-seibel,Jannik Seibel,DB/LB,,,1.0,,50.0,,,12.0,,,,,,,,,,,1.0,,,,,,,,,,
jannik-werblow,Jannik Werblow,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
jared-stegman,Jared Stegman,QB,,,,,1.0,,,6.0,,,,208.0,87.0,7.0,5.0,889.0,,,,,,,,,,,29.0,,93.0
jarius-moll,Jarius Moll,LB,,,5.0,,24.0,,,11.0,23.0,,442.0,,,,,,,,14.0,,146.0,,,,,,,,
jason-chikere,Jason Chikere,DL/LB,,,,,20.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
jason-rilwann-aguemon,Jason Rilwann Aguemon,RB,,,,,,,,8.0,,,,,,,,,,,,,,,,2.0,,2.0,78.0,3.0,337.0
jasper-small,Jasper Small,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,
javier-carrasco-sanz,Javier Carrasco Sanz,,,,1.0,0.5,20.0,,,8.0,,,,,,,,,,,,,,,,10.0,,103.0,51.0,,145.0
javier-castanon,Javier Castañon,,,,,,5.0,,,13.0,,,,,,,,,,,,,,,,3.0,1.0,12.0,,,
jean-constant-2,Jean   Constant,,,,,,1.0,,,14.0,1.0,,24.0,,,,,,,,15.0,,261.0,,,74.0,7.0,1063.0,10.0,,93.0
jean-charles-moukouri,Jean-Charles Moukouri,RB,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,1.0,,,33.0,,66.0
jean-claude-madin-cerezo,Jean-Claude Madin Cerezo,WR,,,,,,,,13.0,,,,,,,,,,,,,,,,19.0,1.0,269.0,,,
jeffery-asare,Jeffery Asare,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,
jens-appelt,Jens Appelt,K,,,,,1.0,5.0,2.0,12.0,,,,,,,,,31.0,18.0,,,,31.0,1125.0,,,,,,
jens-vogt,Jens Vogt,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,
jens-walter,Jens Walter,TE,,,,,4.0,,,12.0,,,,,,,,,,,,,,,,4.0,,14.0,,,
jeremy-sarfo,Jeremy Sarfo,LB,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,1.0,,10.0,2.0,,
jeremy-sommerwerk,Jeremy Sommerwerk,RB,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,
joachim-christensen,Joachim Christensen,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
joan-carles-bartra,Joan Carles Bartra,,,,,,,,,8.0,,,,,,,,,,,,,,,,2.0,,9.0,,,
jocques-crawford,Jocques Crawford,RB,,,,,3.0,,,12.0,,,,1.0,,,,,,,5.0,,69.0,,,18.0,2.0,180.0,242.0,9.0,1088.0
joe-germinerio,Joe Germinerio,QB,,,,,1.0,,,12.0,,,,306.0,169.0,9.0,21.0,2443.0,,,,,,1.0,32.0,,,,77.0,6.0,365.0
joel-cabre,Joel Cabré,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
joel-plum,Joel Plum,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
johann-heuck,Johann Heuck,WR,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,10.0,,,
johannes-schutz,Johannes Schütz,WR,,,,,5.0,,,8.0,2.0,,40.0,,,,,,,,1.0,,11.0,,,17.0,3.0,238.0,,,
john-levi-kruse,John Levi Kruse,WR/FB,,,,,2.0,,,13.0,,,,,,,,,,,,,,,,14.0,3.0,167.0,,,
john-uribe,John Uribe,QB,,,,,,,,1.0,,,,38.0,23.0,1.0,3.0,232.0,,,,,,,,,,,7.0,1.0,15.0
jonas-hagerup,Jonas Hagerup,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
jonas-kobie-breme,Jonas Kobie Breme,,,1.0,,,4.0,,,12.0,,,,,,,,,,,,,,,,4.0,1.0,36.0,,,
jonas-schenderlein,Jonas Schenderlein,K,,,,,5.0,26.0,18.0,12.0,,,,,,,,,29.0,17.0,,,,26.0,937.0,,,,1.0,,
jonas-schultes,Jonas Schultes,LB,,,,2.0,48.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
jonata-loria,Jonata Loria,K,,,,,1.0,9.0,5.0,7.0,,,,,,,,,5.0,3.0,,,,22.0,749.0,,,,2.0,,
jonathan-dietze,Jonathan Dietze,LB,,2.0,2.0,,38.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
jonathan-peppler,Jonathan Peppler,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
jonathan-sieveke,Jonathan Sieveke,LB,,,3.0,,24.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
jonell-patrice-pelie,Jonell Patrice Pelie,LB,,2.0,2.0,2.5,22.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
jordan-barlow,Jordan Barlow,QB,,,,,,,,6.0,,,,157.0,82.0,7.0,5.0,962.0,,,,,,,,,,,34.0,4.0,136.0
jordan-bouah,Jordan Bouah,WR/RB,,,,,1.0,,,14.0,16.0,,401.0,,,,,,,,7.0,,69.0,,,49.0,6.0,791.0,10.0,,25.0
jordi-brugnani,Jordi Brugnani,CB/LB,,,10.0,,45.0,,,13.0,,,,,,,,,,,,,,,,,,,,,
jordi-torrededia,Jordi Torrededia,WR,,,,,,,,13.0,,,,,,,,,,,,,,,,22.0,3.0,216.0,,,
jorge-aparicio,Jorge Aparicio,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
jorge-felix-velasco-velo,Jorge Felix Velasco Velo,LB,,,1.0,,43.0,,,13.0,,,,,,,,,,,,,,,,,,,,,
jose-rafael-ariza-paredes,Jose Rafael Ariza Paredes,,,,,,1.0,,,13.0,,,,,,,,,,,,,,,,,,,,,
josef-fuksa,Josef Fuksa,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,
josep-tricas,Josep Tricas,LB,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,
joshua-jacob,Joshua Jacob,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,10.0,,28.0
joshua-jerod-mack,Joshua Jerod Mack,RB,,,,,,,,5.0,5.0,,121.0,,,,,,,,,,,,,14.0,2.0,194.0,80.0,1.0,392.0
joshua-olaiya,Joshua Olaiya,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
joshua-poznanski,Joshua Poznanski,S/LB,,,2.0,,23.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
julian-jakob,Julian Jakob,CB/LB,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
julian-ludwig-mayorga,Julian Ludwig-Mayorga,DB/LB,1.0,,1.0,,14.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
julian-perfler,Julian Perfler,LB,,,,,4.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
julian-volker,Julian Völker,DL/LB,1.0,1.0,2.0,0.5,22.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
julian-zorz,Julian Zorz,RB,,,,,,,,8.0,,,,,,,,,,,,,,,,2.0,,19.0,10.0,,16.0
junior-de-souza-briele,Junior De Souza Briele,LB,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,
junior-nkembi,Junior Nkembi,DB/LB,,,5.0,,32.0,,,12.0,3.0,,47.0,,,,,,,,,,,,,,,,,,
junior-varela,Junior Varela,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
justice-hansen,Justice Hansen,QB,,,,,,,,2.0,,,,67.0,42.0,3.0,5.0,486.0,,,,,,,,,,,7.0,1.0,19.0
justin-rodney,Justin Rodney,RB,,,,,10.0,,,11.0,12.0,,275.0,,,,,,,,,,,,,2.0,,16.0,33.0,2.0,168.0
justin-rogers,Justin Rogers,DT/DB/LB,,,10.0,,45.0,,,14.0,4.0,,74.0,,,,,,,,22.0,,296.0,,,,,,,,
justin-schlesinger,Justin Schlesinger,WR,,,,,,,,11.0,,,,,,,,,1.0,1.0,,,,,,19.0,1.0,195.0,,,
justin-wiedelbach,Justin Wiedelbach,P,,,,,,,,6.0,,,,,,,,,,,,,,22.0,831.0,,,,1.0,,
justus-sleiman,Justus Sleiman,DL,,2.0,1.0,,2.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
kaan-ozer,Kaan Özer,WR,,,,,,,,9.0,,,,,,,,,,,,,,,,8.0,,43.0,,,
kacper-fiedziuk,Kacper Fiedziuk,WR,,,,,,,,12.0,,,,,,,,,,,,,,,,15.0,3.0,214.0,,,
kacper-odak,Kacper Ołdak,LB,1.0,,1.0,,32.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
kacper-rokicinski,Kacper Rokiciński,LB,,,1.0,,5.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
kai-hunter,Kai Hunter,RB,,,,,4.0,,,10.0,,,,,,,,,,,1.0,1.0,13.0,,,3.0,,26.0,41.0,2.0,190.0
kai-wullbrandt,Kai Wullbrandt,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
kalon-ryshun-beverly,Kalon Ryshun Beverly,LB,,,13.0,,42.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
kamil-kotlarz,Kamil Kotlarz,RB,,,,,2.0,,,12.0,,,,,,,,,,,,,,,,4.0,,27.0,31.0,,129.0
kamil-muller,Kamil Müller,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
kamil-piatek,Kamil Piątek,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
kamil-ruta,Kamil Ruta,LB,,1.0,,2.0,23.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
karim-ben-el-ghali,Karim Ben El Ghali,CB/LB,,,12.0,,35.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
karlis-brauns,Karlis Brauns,DE/DT/LB,,,,8.0,47.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
kasim-edebali,Kasim Edebali,LB,3.0,2.0,5.0,15.0,76.0,,,14.0,,,,,,,,,,,,,,,,,,,,,
kay-wagner,Kay Wagner,LB,,,,1.0,7.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
kelian-mouliom-2,Kelian Mouliom,,,,,,,,,10.0,,,,,,,,,,,,,,,,3.0,,64.0,,,
kende-rathonyi,Kende Ráthonyi,RB,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,1.0,,11.0,13.0,,54.0
kevin-foitzik,Kevin Foitzik,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
kevin-fortes,Kevin Fortes,DB/LB,,1.0,1.0,,26.0,,,11.0,1.0,,15.0,,,,,,,,,,,,,1.0,,5.0,,,
kevin-hummel,Kevin Hummel,P,,,1.0,,1.0,,,12.0,,,,,,,,,,,,,,17.0,559.0,,,,1.0,,
kevin-maier,Kevin Maier,DL/LB,,,2.0,2.0,17.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
kevin-mwamba,Kevin Mwamba,TE/WR,,,,,,,,9.0,,,,,,,,,,,,,,,,23.0,3.0,273.0,,,
kimi-linnainmaa,Kimi Linnainmaa,WR,,,,,3.0,,,14.0,1.0,,17.0,1.0,1.0,,1.0,9.0,,,,,,,,34.0,3.0,461.0,1.0,,
koku-giede,Koku Giede,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
konrad-paszkiewicz,Konrad Paszkiewicz,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
konrad-starczewski,Konrad Starczewski,WR,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
konrad-stepien,Konrad Stępień,LB,,,,,5.0,8.0,4.0,12.0,,,,,,,,,26.0,17.0,,,,36.0,1319.0,,,,,,
konstantin-katz,Konstantin Katz,DB/LB,1.0,2.0,2.0,,23.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
kris-alexander-wedderburn,Kris Alexander Wedderburn,,,,,,,,,2.0,,,,,,,,,,,,,,,,3.0,1.0,35.0,,,
krzysztof-wis,Krzysztof Wis,LB,,,1.0,1.0,40.0,,,12.0,,,,1.0,1.0,,1.0,56.0,,,,,,29.0,1177.0,,,,,,
kyle-kitchens,Kyle Kitchens,DL/LB,4.0,1.0,4.0,16.0,58.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
kyle-sweet,Kyle Sweet,WR,,,,,2.0,,,13.0,,,,1.0,1.0,,1.0,31.0,,,1.0,,,,,118.0,17.0,1594.0,,,
kursad-pekun,Kürşad Pekün,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
lamar-jordan-ii,Lamar Jordan Ii,WR,,,,,14.0,,,14.0,32.0,,846.0,,,,,,,,,,,,,40.0,4.0,533.0,3.0,,12.0
lance-leota,Lance Leota,DL/LB,1.0,2.0,,1.5,18.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
lars-bardenhagen,Lars Bardenhagen,,,,,,3.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
lars-hampel,Lars Hampel,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
lars-schiefer,Lars Schiefer,,,,,,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
lars-steffen,Lars Steffen,LB,2.0,2.0,7.0,,66.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
lasse-meyer,Lasse Meyer,CB/LB,1.0,,6.0,,32.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
laurin-richard-wiegand,Laurin Richard Wiegand,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
laurynas-orlovicius,Laurynas Orlovicius,DL/LB,,,1.0,3.5,44.0,,,13.0,,,,,,,,,,,,,,,,,,,,,
lautaro-frecha,Lautaro Frecha,S/LB,,,3.0,,49.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
lawrence-cornwall-baptiste,Lawrence Cornwall-Baptiste,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
leander-carstensen,Leander Carstensen,RB,,,,,,,,7.0,,,,,,,,,,,,,,,,1.0,,9.0,3.0,,
leander-valentin-wiegand,Leander Valentin Wiegand,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,
lenny-sadzik,Lenny Sadzik,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,,,,1.0,,
leo-kober,Leo Kober,QB,,,,,,,,12.0,,,,19.0,7.0,3.0,1.0,86.0,,,,,,,,,,,9.0,,73.0
leon-balogh,Leon Balogh,DL/LB,,,5.0,9.0,44.0,,,14.0,,,,,,,,,,,,,,,,,,,,,
leon-helm-2,Leon Helm,RB,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,11.0,5.0,19.0
leon-huber,Leon Huber,LB,,,2.0,,18.0,,,14.0,,,,,,,,,,,,,,,,,,,,,
leon-kusterer,Leon Kusterer,WR,,,,,3.0,,,12.0,,,,,,,,,,,,,,,,12.0,,133.0,,,
leon-savvas-michailidis,Leon Savvas Michailidis,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
leonhard-gerner,Leonhard Gerner,CB/LB,,,10.0,,39.0,,,14.0,,,,,,,,,,,,,,,,,,,,,
lesar-duran,Lesar Duran,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,
lewis-thomas,Lewis Thomas,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,
lion-deckwarth,Lion Deckwarth,LB,,,,,2.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
logan-moragne,Logan Moragne,RB,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,5.0,,42.0,40.0,3.0,184.0
lorenz-regler,Lorenz Regler,WR,,,,,,,,12.0,,,,,,,,,,,,,,,,37.0,4.0,406.0,,,
lorenzo-deiana,Lorenzo Deiana,LB,1.0,1.0,1.0,1.5,13.0,,,13.0,,,,,,,,,,,,,,,,,,,,,
louis-achaintre,Louis Achaintre,LB,,1.0,,2.5,60.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
louis-benedikt-geyer,Louis Benedikt Geyer,WR,,,,,5.0,,,12.0,,,18.0,1.0,,1.0,,,,,,,,,,47.0,9.0,687.0,1.0,,2.0
louis-muller,Louis Müller,LB,,,3.0,,34.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
luca-dohn,Luca Dohn,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,
luca-faschian-2,Luca Faschian,K,,,,,,10.0,3.0,12.0,,,,,,,,,5.0,4.0,,,,42.0,1305.0,3.0,,21.0,,,
luca-hebel,Luca Hebel,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,
luca-weis,Luca Weis,,,,,,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
lucas-masero,Lucas Masero,CB/LB,,2.0,5.0,,22.0,,,13.0,,,,,,,,,,,,,,,,,,,,,
lucas-maximilian-leander-richter,Lucas Maximilian Leander Richter,LB,1.0,,,,30.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
lucas-thiem,Lucas Thiem,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
lucas-veluire,Lucas Veluire,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
