player_id,player_name,positions,assist_tackles,completions,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50plus,fg_att_game,int_long,int_tds,int_yards,interceptions_lost,interceptions_made,kick_returns,kr_long,kr_tds,kr_yards,pass_attempts,passing_tds,passing_yards,pr_fc,pr_long,pr_yards,punt_avg,punt_long,punt_returns,punt_tb,punt_yards,punts,punts_blocked,punts_in20,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,sacks,solo_tackles,tackles,targets
jordan-thompson,Jordan Thompson,DB/DE/DT,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,14.0,
josh-banks,Josh Banks,DB/DL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,
josh-crockett,Josh Crockett,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,5.0,,,,,2.0,2.0,2.0
josh-hawkins,Josh Hawkins,DB,4.0,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,11.0,
josh-johnson,Josh Johnson,DB,,81.0,,,,,,,,,,2.0,,,,,,135.0,11.0,1092.0,,,,,,,,,,,,,,,15.0,,30.0,,,,
josh-thornton,Josh Thornton,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,
justin-stockton,Justin Stockton,RB/WR,,,,,,,,,,,,,,9.0,95.0,,245.0,,,,,,,,,,,,,,,,49.0,4.0,5.0,,41.0,,,,
justin-vogel,Justin Vogel,P,,,,,,,,,,,,,,,,,,,,,,,,211.4,257.0,,1.0,926.0,22.0,87.0,11.0,,,,,,,,1.0,1.0,
kaelin-burnett,Kaelin Burnett,DB/DE,4.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,15.0,
kahlil-lewis,Kahlil Lewis,WR,,,,,,,,,,,,,,3.0,46.0,,71.0,,,,,,,,,,,,,,,1.0,220.0,24.0,,,,,,,9.0
kalani-vakameilalo,Kalani Vakameilalo,DB/DT,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,
keshun-freeman,KeShun Freeman,DB,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,17.0,
keenan-reynolds,Keenan Reynolds,WR,,1.0,,,,,,,,,,,,4.0,24.0,,82.0,2.0,,1.0,,,,,,,,,,,,1.0,137.0,11.0,,,,,,,6.0
keith-ford,Keith Ford,RB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,10.0,2.0,52.0,,1.0,2.0,
keith-mumphery,Keith Mumphery,WR,,,,,,,,,,,,,,20.0,125.0,,396.0,,,,1.0,,,,,,,,,,,,102.0,6.0,,,,,1.0,1.0,3.0
kenneth-farrow,Kenneth Farrow,RB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,53.0,9.0,38.0,1.0,156.0,,3.0,4.0,3.0
kenny-bigelow,Kenny Bigelow,DB,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,
kenny-robinson,Kenny Robinson,DB/S/SAF,6.0,,,,,,,,11.0,,11.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,23.0,
kermit-whitfield,Kermit Whitfield,WR,,,,,,,,,,,,,,12.0,102.0,,250.0,,,,3.0,57.0,64.0,,,7.0,,,,,,,67.0,8.0,5.0,,33.0,,2.0,2.0,
khalid-abdullah,Khalid Abdullah,RB,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,2.0,11.0,,52.0,,2.0,4.0,
khari-lee,Khari Lee,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,91.0,8.0,,,,,2.0,2.0,3.0
kony-ealy,Kony Ealy,DB/DL,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,5.0,9.0,
korey-toomer,Korey Toomer,DB/LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
kyle-queiro,Kyle Queiro,DB,8.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,15.0,
ldamian-washington,L\'Damian Washington,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,252.0,21.0,,,,,,,10.0
ladarius-wiley,LaDarius Wiley,DB/S/SAF,9.0,,,,,,,,32.0,,32.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,20.0,
latroy-lewis,LaTroy Lewis,DB,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,9.0,
lance-dunbar,Lance Dunbar,WR,,,,,,,,,,,,,,1.0,7.0,,7.0,1.0,,,,3.0,3.0,,,1.0,,,,,,,154.0,26.0,30.0,1.0,146.0,,1.0,1.0,6.0
landry-jones,Landry Jones,QB,,83.0,,,,,,,,,,7.0,,,,,,119.0,5.0,784.0,,,,,,,,,,,,,,,5.0,,15.0,,1.0,1.0,1.0
larry-rose,Larry Rose,RB,,,,,,,,,,,,,,4.0,45.0,,84.0,,,,,,,,,,,,,,,,25.0,5.0,16.0,1.0,30.0,,,,2.0
latarius-brady,Latarius Brady,DB/DL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,4.0,
lenard-tillery,Lenard Tillery,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,1.0,7.0,,4.0,,,,1.0
los-angeles,Los Angeles,,,,,,,,,,140.0,516.0,212.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lucas-wacha,Lucas Wacha,DB/LB,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,18.0,
luis-perez,Luis Perez,QB,,38.0,,,,,,,,,,1.0,,,,,,61.0,3.0,418.0,,,,,,,,,,,,,,,4.0,,20.0,,,,
mack-brown,Mack Brown,,,,,,,,,,,,,,,5.0,45.0,,124.0,,,,,,,,,,,,,,,,,,,,,,,,
malachi-dupre,Malachi Dupre,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,3.0,,,,,,,1.0
marsean-diggs,Mar'Sean Diggs,DB,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,
marcelis-branch,Marcelis Branch,DB,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,19.0,33.0,
marcell-frazier,Marcell Frazier,DB/DE,2.0,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,8.0,
marcus-lucas,Marcus Lucas,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,12.0,,,,,,,7.0
mark-myers,Mark Myers,,2.0,,,,,,,,52.0,,52.0,,1.0,,,,,,,,,14.0,14.0,,,1.0,,,,,,,,,,,,,11.0,13.0,
marqueston-huff,Marqueston Huff,DB,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,25.0,
marquette-king,Marquette King,P,,,,,,,,,,,,,,,,,,,,,,,,228.8,266.0,,1.0,868.0,19.0,104.0,13.0,,,,,,,,,,
marquez-white,Marquez White,P,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,
marquis-young,Marquis Young,WR,,,,,,,,,,,,,,2.0,25.0,,47.0,,,,,,,,,,,,,,,,20.0,4.0,3.0,,12.0,,,,
marquise-williams,Marquise Williams,QB,,11.0,,,,,,,,,,,,,,,,23.0,,145.0,,,,,,,,,,,,,,,5.0,1.0,29.0,,,,
martez-carter,Martez Carter,RB/WR,,,,,,,,,,,,,,10.0,97.0,,271.0,,,,,,,,,,,,,,,1.0,57.0,4.0,16.0,2.0,49.0,,,,3.0
matt-colburn,Matt Colburn,,,,,,,,,,,,,,,5.0,48.0,,112.0,,,,,,,,,,,,,,,,8.0,2.0,1.0,,6.0,,,,
matt-elam,Matt Elam,DB,3.0,,,,,,,,10.0,,10.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,15.0,
matt-jones,Matt Jones,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,25.0,2.0,80.0,1.0,314.0,,,,1.0
matt-mcgloin,Matt McGloin,QB,,31.0,,,,,,,,,,3.0,,,,,,59.0,1.0,310.0,,,,,,,,,,,,,,,4.0,1.0,2.0,,,,
matthew-mccrane,Matthew McCrane,K,,,,2.0,1.0,3.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mekale-mckay,Mekale McKay,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,184.0,12.0,,,,,,,8.0
micah-abernathy,Micah Abernathy,CB/DB/S,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,16.0,18.0,
micah-hannemann,Micah Hannemann,DB,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,28.0,
mike-stevens,Mike Stevens,CB/DB,10.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,16.0,26.0,
mohammed-seisay,Mohammed Seisay,DB,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,
nelson-spruce,Nelson Spruce,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,267.0,20.0,,,,,,,12.0
new-york,New York,,,,,,,,,,72.0,316.0,108.0,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nick-brossette,Nick Brossette,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1.0,87.0,,,,
nick-deluca,Nick DeLuca,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
nick-fitzgerald,Nick Fitzgerald,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,10.0,,,,
nick-holley,Nick Holley,RB/WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,267.0,21.0,2.0,,12.0,,1.0,1.0,11.0
nick-james,Nick James,DB/DL,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,
nick-moore,Nick Moore,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
nick-novak,Nick Novak,K,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nick-temple,Nick Temple,DB/LB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,28.0,
nick-truesdell,Nick Truesdell,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,9.0,,,,,,,3.0
nikita-whitlock,Nikita Whitlock,DB/DT,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,21.0,
noah-borden,Noah Borden,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,
nyles-morgan,Nyles Morgan,DB/LB,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,13.0,18.0,
obum-gwacham,Obum Gwacham,DB/DE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,7.0,
owen-roberts,Owen Roberts,DB,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,8.0,14.0,
pasoni-tasini,Pasoni Tasini,DB,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,
patrick-vahe,Patrick Vahe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,1.0,1.0,,,,,,1.0
peli-anau,Peli Anau,DB,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,11.0,
philip-nelson,Philip Nelson,QB,,62.0,,,,,,,,,,3.0,,,,,,94.0,,430.0,,,,32.0,32.0,,,32.0,1.0,,,,,,5.0,,25.0,,,,
phillip-walker,Phillip Walker,QB,,119.0,,,,,,,,,,4.0,,,,,,184.0,15.0,1338.0,,,,,,,,,,,,,,,24.0,1.0,99.0,,2.0,2.0,
praise-martin-oguike,Praise Martin-Oguike,DB/DL,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,11.0,
quentin-gause,Quentin Gause,DB/LB,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,6.0,15.0,
quinton-flowers,Quinton Flowers,QB,,8.0,,,,,,,,,,1.0,,1.0,12.0,,12.0,15.0,,106.0,,,,,,,,,,,,,,,16.0,1.0,78.0,,,,
rahim-moore,Rahim Moore,DB,2.0,,,,,,,,12.0,,12.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,15.0,
rannell-hall,Rannell Hall,CB/WR,,,,,,,,,,,,,,6.0,63.0,,127.0,,,,,,,,,,,,,,,,,,,,,,,,
ranthony-texada,Ranthony Texada,DB,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,16.0,
rashad-ross,Rashad Ross,WR,,,,,,,,,,,,,,1.0,16.0,,16.0,,,,,,,,,,,,,,,1.0,193.0,12.0,1.0,,-1.0,,2.0,2.0,8.0
raymond-davison,Raymond Davison,DB,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,19.0,
reece-horn,Reece Horn,WR,,,,,,,,,,,,,,,,,,,,,3.0,4.0,4.0,,,1.0,,,,,,1.0,240.0,27.0,,,,,,,12.0
reggie-howard,Reggie Howard,,2.0,,,,,,,,22.0,,22.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.0,
reggie-northrup,Reggie Northrup,DB/LB,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,15.0,
reshard-cliett,Reshard Cliett,DB/LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,
reuben-mwehla,Reuben Mwehla,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,
ricky-walker,Ricky Walker,DB/DT,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,
roderrick-hoskins,Ro'Derrick Hoskins,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,
robert-nelson,Robert Nelson,DB,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,14.0,
robert-priester,Robert Priester,DB,2.0,,,,,,,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,9.0,
roderick-henderson,Roderick Henderson,DB,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,
roman-tatum,Roman Tatum,DB,4.0,,,,,,,,,,,,,,,,,,,,,-3.0,-3.0,,,1.0,,,,,,,,,,,,,5.0,9.0,
ryan-davis,Ryan Davis,DB/DL,,,,,,,,,,,,,,7.0,43.0,,108.0,,,,,20.0,30.0,,,5.0,,,,,,,6.0,2.0,,,,,,,
ryan-mueller,Ryan Mueller,DB/DE/LB,6.0,,,,,,,,33.0,1.0,33.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,7.0,13.0,
ryan-navarro,Ryan Navarro,LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,
ryan-white,Ryan White,CB/DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,
ryheem-malone,Ryheem Malone,WR,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,1.0,,,,,,,37.0,8.0,,,,,1.0,1.0,4.0
saeed-blacknall,Saeed Blacknall,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,120.0,4.0,1.0,,16.0,,,,4.0
saivion-smith,Saivion Smith,DB,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,
sam-mobley,Sam Mobley,WR,,,,,,,,,,,,,,,,,,,,,1.0,48.0,85.0,,,15.0,,,,,,1.0,187.0,10.0,,,,,,,8.0
sam-montgomery,Sam Montgomery,DB/DL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,
sammie-coates,Sammie Coates,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,6.0,,,,,2.0,3.0,2.0
santos-ramirez,Santos Ramirez,DB/SAF,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,8.0,11.0,
scooby-wright,Scooby Wright,DB/LB,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,17.0,
scott-daly,Scott Daly,LS,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,
sean-price,Sean Price,TE/WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,6.0,,,,,2.0,2.0,4.0
seantavius-jones,Seantavius Jones,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,,,,,,,1.0
seattle,Seattle,,,,,,,,,,36.0,348.0,96.0,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sergio-castillo,Sergio CASTILLO,K,,,,1.0,2.0,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shamarko-thomas,Shamarko Thomas,DB,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,11.0,
shane-bowman,Shane Bowman,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,
shane-tripucka,Shane Tripucka,P,,,,,,,,,,,,,,,,,,,,,,,,196.0,235.0,,,662.0,17.0,98.0,10.0,,,,,,,,,,
shaq-jones,Shaq Jones,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,
shawn-oakman,Shawn Oakman,DB/DL,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,7.0,
shelton-lewis,Shelton Lewis,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
simmie-cobbs,Simmie Cobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1.0,,,,,5.0,5.0,1.0
st-louis,St. Louis,,,,,,,,,,84.0,388.0,128.0,,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stansly-maponga,Stansly Maponga,DB/DL,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,15.0,
steve-beauharnais,Steve Beauharnais,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,
steve-williams,Steve Williams,DB,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,12.0,16.0,
steven-johnson,Steven Johnson,DB,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,49.0,
tj-barnes,T.J. Barnes,DB/DL/DT,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,12.0,
total,TOTAL,WR,414.0,399.0,,9.0,7.0,11.0,5.0,32.0,354.0,3.0,445.0,16.0,29.0,73.0,706.0,2.0,1806.0,636.0,33.0,4203.0,14.0,215.0,368.0,853.3000000000001,1036.0,47.0,3.0,3260.0,77.0,296.0,46.0,33.0,4203.0,399.0,546.0,17.0,2071.0,48.0,870.0,1284.0,199.0
taiwan-jones,Taiwan Jones,DB/LB,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,16.0,
tampa-bay,Tampa Bay,,,,,,,,,,64.0,392.0,164.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanner-carew,Tanner Carew,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,
tanner-mcevoy,Tanner McEvoy,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,,,,,1.0,2.0,1.0
tarean-folston,Tarean Folston,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,5.0,,,,
tarvarus-mcfadden,Tarvarus McFadden,DB,4.0,,,,,,,,78.0,1.0,78.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,10.0,
tavaris-barnes,Tavaris Barnes,DB/DL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,3.0,4.0,
taylor-cornelius,Taylor Cornelius,QB,,78.0,,,,,,,,,,6.0,,,,,,123.0,4.0,858.0,,,,,,,,,,,,,,,17.0,3.0,114.0,,1.0,1.0,
taylor-russolino,Taylor Russolino,K,,,,1.0,4.0,3.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tegray-scales,Tegray Scales,DB/LB,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,22.0,31.0,
tenny-adewusi,Tenny Adewusi,DB,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,22.0,
teo-redding,Teo Redding,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,8.0,,,,,,,4.0
terence-garvin,Terence Garvin,DB,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,19.0,36.0,
terrance-plummer,Terrance Plummer,DB/LB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,16.0,
terrence-alexander,Terrence Alexander,DB,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
tim-cook,Tim Cook,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,5.0,40.0,,157.0,,,,1.0
tobenna-okeke,Tobenna Okeke,DB/DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,
toby-johnson,Toby Johnson,DB/DL/DT,3.0,,,,,,,,3.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,11.0,
tomasi-laulile,Tomasi Laulile,DB/DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,
tony-guerad,Tony Guerad,DB,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,10.0,
tracy-sprinkle,Tracy Sprinkle,DB/DL,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,14.0,
tre-mcbride,Tre McBride,,,,,,,,,,,,,,,,,,,,,,1.0,25.0,31.0,,,3.0,,,,,,4.0,271.0,16.0,,,,,,,15.0
tre-watson,Tre Watson,DB/LB,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,
tre-williams,Tre Williams,DB/DE,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,23.0,
treston-decoud,Treston Decoud,CB/DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,15.0,
trevon-sanders,Trevon Sanders,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,
trey-caldwell,Trey Caldwell,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
trey-williams,Trey Williams,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,44.0,8.0,34.0,1.0,122.0,,,,2.0
trovon-reed,Trovon Reed,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,
ty-schwab,Ty Schwab,DB,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,15.0,
tyler-palka,Tyler Palka,WR,,,,,,,,,,,,,,1.0,24.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,
tyler-rausa,Tyler Rausa,K,,,,3.0,3.0,,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyree-jackson,Tyree Jackson,RB,,11.0,,,,,,,,,,,,,,,,18.0,1.0,46.0,,,,,,,,,,,,,,,9.0,,48.0,,,,
tyree-kinnel,Tyree Kinnel,DB,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,25.0,
tyson-graham,Tyson Graham,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,10.0,
ventral-mcmillan,Ventral McMillan,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,
victor-ochi,Victor Ochi,DB,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,
walter-palmore,Walter Palmore,DB/DT,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,5.0,6.0,
wes-saxton,Wes Saxton,TE/WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,3.0,,,,,,,
wes-sutton,Wes Sutton,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,5.0,
will-clarke,Will Clarke,DB/DL/DT/OLB,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,8.0,
will-hill,Will Hill,DB,6.0,,,,,,,,21.0,,21.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,33.0,
will-smith,Will Smith,DB/LB,17.0,,,,,,,,22.0,,22.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,32.0,
will-sutton,Will Sutton,DB,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,15.0,
willie-mays,Willie Mays,DB/LB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,
winston-craig,Winston Craig,DB,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,
winston-dimel,Winston Dimel,RB/WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,,,,,,,
