player_id,player_name,positions,def_ff,def_fr,def_int,def_pd,def_sacks,def_tackles,fg_att,fg_made,gp,kr_no,kr_td,kr_yds,pass_att,pass_cmp,pass_int,pass_td,pass_yds,pat_att,pat_made,pr_no,pr_td,pr_yds,punt_no,punt_yds,recv_rec,recv_td,recv_yds,rush_att,rush_td,rush_yds
emil-drossard,Emil Drossard,WR,,,,,,,,,4.0,,,,,,,,,,,,,,,,3.0,,40.0,,,
eric-adam,Eric Adam,DL/LB,,1.0,,,4.0,24.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
eric-de-souza,Eric De Souza,,,,,,0.5,10.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
eric-schlomm,Eric Schlomm,K,,,,,,1.0,20.0,16.0,12.0,,,,,,,,,25.0,21.0,,,,15.0,604.0,,,,,,
evans-yeboah,Evans Yeboah,DL/LB,2.0,1.0,,3.0,8.0,40.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
exavier-edwards,Exavier Edwards,S,1.0,,6.0,5.0,,47.0,,,11.0,20.0,1.0,614.0,,,,,,,,18.0,,194.0,,,,,,,,
f-andrisan,F. Andrisan,WR,,,,,,,,,6.0,,,,,,,,,,,,,,,,1.0,,11.0,,,
f-appelt,F. Appelt,WR,,,,,,,,,11.0,,,,,,,,,,,,,,,,6.0,,51.0,,,
f-bruhin,F. Bruhin,CB,,,,8.0,,53.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
f-födinger,F. Födinger,LB,1.0,,1.0,2.0,1.0,42.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
f-hirsch,F. Hirsch,LB,,,,1.0,,11.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
f-jobst,F. Jobst,CB,,,,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
f-larose,F. Larose,WR,,,,,,4.0,,,8.0,,,,,,,,,,,,,,,,25.0,4.0,323.0,,,
f-lengauer,F. Lengauer,WR,,,,,,2.0,,,12.0,,,,,,,,,,,1.0,1.0,13.0,44.0,1535.0,10.0,2.0,102.0,,,
f-maffi,F. Maffi,LB,1.0,1.0,1.0,4.0,,22.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
f-mousel,F. Mousel,DT,,,,,,6.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
f-ntwa,F. Ntwa,DT,,,,,,6.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
f-piccinni,F. Piccinni,CB,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,
f-proulx,F. Proulx,CB,1.0,,1.0,3.0,,31.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
f-raunig,F. Raunig,,,,,,,3.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
f-reitter,F. Reitter,WR,,,,,,,,,4.0,,,,,,,,,,,,,,,,1.0,,8.0,,,
f-rivelli,F. Rivelli,DT,,,,,1.0,8.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
f-strahm,F. Strahm,LB,,,,,,12.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
f-tchuda,F. Tchuda,DT,,,,,,6.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
f-virlinzi,F. Virlinzi,OG,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,1.0,,
f-weitz,F. Weitz,LB,,1.0,,,,20.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
f-ziegler,F. Ziegler,LB,1.0,,,3.0,1.0,74.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
fabian-abfalter,Fabian Abfalter,WR,,,,,,,,,9.0,,,,,,,,,,,,,,,,3.0,,24.0,,,
fabian-michael-kratz,Fabian Michael Kratz,,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
fabio-tartarotti,Fabio Tartarotti,LB,,,,1.0,,23.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
falk-reuter,Falk Reuter,DB/LB,,,,1.0,,8.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
felix-mohlberg,Felix Mohlberg,LB/S,,,,,,4.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
ferras-el-hendi,Ferras El-Hendi,QB,,,,,,,,,4.0,,,,7.0,2.0,1.0,2.0,106.0,,,,,,,,,,,,,
flamur-simon,Flamur Simon,LB,,1.0,2.0,2.0,3.0,67.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
florian-bierbaumer,Florian Bierbaumer,TE/WR,,,,,,,,,11.0,,,,,,,,,,,,,,,,36.0,5.0,556.0,,,
florian-eichhorn,Florian Eichhorn,TE/WR,,,,,,,,,6.0,,,,,,,,,,,,,,,,3.0,1.0,21.0,,,
florian-finke,Florian Finke,K,,,,,,,,,9.0,,,,,,,,,9.0,7.0,,,,36.0,1343.0,,,,3.0,,
florian-grünsteidl,Florian Grünsteidl,LB,,,,,,6.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
florian-sudi,Florian Sudi,DL/LB,,,,,0.5,14.0,,,6.0,,,,,,,,,,,,,,8.0,313.0,,,,1.0,,
florian-wegan,Florian Wegan,RB,,,,,,,,,9.0,,,,,,,,,,,,,,,,4.0,1.0,23.0,120.0,7.0,693.0
frank-atunlese,Frank Atunlese,,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
féli-manoka,Féli Manoka,WR,,,,,,,,,3.0,,,,,,,,,,,,,,,,4.0,2.0,54.0,,,
g-calonego,G. Calonego,WR,,,,,,2.0,,,7.0,,,,,,,,,,,,,,,,2.0,,16.0,,,
g-della-vechia,G. Della Vechia,LB,,,,,,19.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
g-hartai,G. Hartai,OT,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
g-insom,G. Insom,DE,,,,1.0,2.0,28.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
g-laday,G. Laday,CB,,,,,,8.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
g-santagostino,G. Santagostino,WR,,,,,,,,,7.0,,,,,,,,,,,,,,,,2.0,,6.0,,,
gabriel-kalus,Gabriel Kalus,LB,,,,,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
gerald-ameln,Gerald Ameln,RB,,,,,,2.0,,,10.0,11.0,,270.0,,,,,,,,,,,,,23.0,,150.0,99.0,3.0,399.0
giacomo-de-pauli,Giacomo De Pauli,RB,,,,,,1.0,,,6.0,,,,,,,,,,,,,,,,1.0,,2.0,18.0,1.0,72.0
gian-de-guzman,Gian De Guzman,,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
gino-vito-behling-lang,Gino-Vito Behling-Lang,LB,,,,,,6.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
giorgio-tavecchio,Giorgio Tavecchio,K,,,,,,,2.0,2.0,11.0,,,,,,,,,4.0,,,,,3.0,120.0,,,,,,
giovanni-nanguy,Giovanni Nanguy,DL/LB,,1.0,,3.0,0.5,12.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
glen-toonga,Glen Toonga,RB,,,,,,,,,8.0,,,,,,,,,,,,,,,,7.0,1.0,77.0,128.0,9.0,926.0
goran-zec,Goran Zec,DB/LB,,,3.0,3.0,,70.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
grzegorz-lary,Grzegorz Lary,CB/LB,,,,2.0,,21.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
h-sayer,H. Sayer,OG,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
h-tekedam,H. Tekedam,QB,,,,,,,,,12.0,,,,7.0,3.0,,,41.0,,,,,,,,11.0,4.0,161.0,7.0,,41.0
harlan-kwofie,Harlan Kwofie,WR,,,,,,,,,10.0,,,,,,,,,,,,,,,,46.0,12.0,805.0,,,
hendrik-schwarz,Hendrik Schwarz,WR,,,,,,,,,12.0,,,,,,,,,1.0,,,,,57.0,2400.0,3.0,,56.0,1.0,,28.0
hiswill-awuah,Hiswill Awuah,DL/LB,1.0,1.0,,1.0,4.0,33.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
hubert-ogrodowczyk,Hubert Ogrodowczyk,LB,,,,1.0,,7.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
i-ahidazan,I. Ahidazan,CB,,,,,,4.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
i-fonti,I. Fonti,LB,1.0,,,,,8.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
i-lamamra,I. Lamamra,WR,,,,,,,,,10.0,,,,,,,,,,,,,,,,22.0,,162.0,1.0,,
i-mbungu,I. Mbungu,RB,,,,,,,,,10.0,,,,,,,,,,,,,,,,3.0,,20.0,21.0,,40.0
i-timotijevic,I. Timotijevic,DT,,1.0,,,2.0,9.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
igor-mašlanka,Igor Mašlanka,WR,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
isaiah-green,Isaiah Green,DB,,,,,,1.0,,,2.0,,,,9.0,4.0,2.0,,46.0,,,,,,,,,,,4.0,,13.0
j-aguado-vento,J. Aguado Vento,LB,,,,,,6.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
j-akena,J. Akena,LB,1.0,,1.0,,1.0,46.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
j-alexandre,J. Alexandre,WR,,,,,,,,,12.0,,,,,,,,,,,,,,,,13.0,1.0,107.0,,,
j-ałdaś,J. Ałdaś,K,,,,,,,15.0,12.0,11.0,,,,,,,,,43.0,38.0,,,,,,,,,,,
j-bartz,J. Bartz,CB,1.0,,1.0,3.0,,36.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
j-bofunda,J. Bofunda,RB,,,,,,,,,12.0,,,,,,,,,,,,,,,,4.0,,21.0,53.0,1.0,317.0
j-brooks,J. Brooks,DE,4.0,,,1.0,8.5,40.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
j-bräu,J. Bräu,DT,,,,,,2.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
j-böhmann,J. Böhmann,RB,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,8.0,,1.0
j-conus,J. Conus,LB,,,,,,9.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
j-dolincheck,J. Dolincheck,QB,,,,,,,,,4.0,,,,137.0,70.0,7.0,6.0,823.0,,,,,,1.0,42.0,,,,23.0,2.0,113.0
j-erickson,J. Erickson,QB,,,,,,,,,7.0,,,,289.0,163.0,9.0,7.0,1386.0,,,,,,,,,,,13.0,1.0,13.0
j-evans,J. Evans,QB,,,,,,,,,3.0,,,,52.0,34.0,2.0,4.0,394.0,,,,,,,,,,,24.0,1.0,161.0
j-falk,J. Falk,LB,1.0,1.0,1.0,2.0,1.5,102.0,,,12.0,,,,,,,,,,,,,,,,,,,1.0,,1.0
j-flores-calderon,J. Flores-Calderon,WR,,,,,,,,,12.0,,,,,,,,,,,,,,,,43.0,9.0,817.0,,,
j-gacek,J. Gacek,CB,,,3.0,10.0,,40.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
j-griffin,J. Griffin,WR,,,,,,1.0,,,6.0,30.0,1.0,622.0,,,,,,,,3.0,,37.0,,,22.0,3.0,305.0,1.0,,1.0
j-gürntke,J. Gürntke,LB,,,,,,35.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
j-haas,J. Haas,WR,,,,,,4.0,,,12.0,,,,,,,,,,,,,,,,12.0,1.0,113.0,4.0,1.0,22.0
j-henderson,J. Henderson,DE,,,,,2.5,29.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
j-janota,J. Janota,WR,,,,,,,,,10.0,8.0,,148.0,,,,,,,,,,,,,24.0,1.0,174.0,11.0,,21.0
j-ječný,J. Ječný,LB,,,,,1.0,9.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
j-johnston,J. Johnston,WR,,,,,,,,,7.0,10.0,,167.0,,,,,,,,,,,,,50.0,2.0,600.0,3.0,,17.0
j-krs,J. Krs,LB,,,1.0,2.0,,55.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
j-köhnlein,J. Köhnlein,DT,,,,,,2.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
j-loew,J. Loew,DT,,,,,1.5,24.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
j-mackeben,J. Mackeben,LB,,,,1.0,,24.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
j-makoben,J. Makoben,LB,1.0,,,,1.0,11.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
j-malki,J. Malki,TE,,,,,,2.0,,,11.0,,,,,,,,,,,,,,,,10.0,1.0,82.0,1.0,,1.0
j-mcclam,J. McClam,WR,,,,,,,,,8.0,16.0,1.0,515.0,1.0,1.0,,1.0,58.0,,,12.0,,196.0,,,61.0,8.0,788.0,6.0,,9.0
j-mensah,J. Mensah,CB,,,,,,10.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
j-michaelsen,J. Michaelsen,RB,,,,,,,,,9.0,,,,,,,,,,,,,,,,15.0,1.0,99.0,58.0,1.0,173.0
j-miklica,J. Miklica,,,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
j-muntwyler,J. Muntwyler,LB,,,,,,6.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
j-neugebauer,J. Neugebauer,WR,,,,,,5.0,,,12.0,,,,,,,,,,,,,,,,4.0,,72.0,,,
j-novoberdalija,J. Novoberdalija,FB,,,,,,,,,9.0,,,,,,,,,,,,,,,,2.0,,22.0,8.0,,16.0
j-regan,J. Regan,DE,4.0,,,7.0,9.5,52.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
j-ricco,J. Ricco,DT,,,,,,2.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
j-sanders,J. Sanders,WR,,,,,,3.0,,,7.0,,,,,,,,,,,,,,,,5.0,,92.0,,,
j-schorn,J. Schorn,DT,,,1.0,,,22.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
j-schridde,J. Schridde,LB,1.0,,,2.0,2.5,28.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
j-senise,J. Senise,WR,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
j-smutný,J. Smutný,DT,1.0,1.0,,3.0,1.0,29.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
j-stadler,J. Stadler,DT,,,,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
j-starý,J. Starý,DE,2.0,1.0,,,5.0,28.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
j-tavai,J. Tavai,DE,4.0,1.0,,3.0,6.0,61.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
j-wenzel,J. Wenzel,RB,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,8.0,,17.0
j-wieding,J. Wieding,LB,,1.0,1.0,2.0,,30.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
j-wilhelm,J. Wilhelm,WR,,,,,,,,,9.0,,,,,,,,,,,,,,,,7.0,,50.0,,,
j-zilai,J. Zilai,LB,2.0,1.0,,,,53.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
j-zirngibl,J. Zirngibl,DE,1.0,3.0,,3.0,5.5,47.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
jadrian-alexander-clark,Jadrian Alexander Clark,QB,,,,,,,,,12.0,,,,361.0,237.0,7.0,53.0,3586.0,,,,,,,,3.0,,34.0,17.0,,37.0
jahn-jesus-lara-perez,Jahn Jesus Lara Perez,DE/LB,,,1.0,,2.0,20.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
jai-albert-lloyd-jackson,Jai-Albert Lloyd Jackson,,,,,1.0,0.5,10.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
jakeb-sullivan,Jakeb Sullivan,QB,,,,,,,,,7.0,,,,232.0,141.0,5.0,16.0,1677.0,,,,,,,,,,,51.0,3.0,52.0
jalen-embry,Jalen Embry,CB/DB/LB,,,1.0,10.0,,31.0,,,9.0,,,,,,,,,,,19.0,,259.0,,,,,,,,
jamalcolm-liggins,Jamalcolm Liggins,CB/LB,2.0,1.0,5.0,17.0,,42.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
jan-chmiel,Jan Chmiel,LB,1.0,,,,,16.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
jan-frank-weinreich,Jan Frank Weinreich,QB,,,,,,,,,3.0,,,,94.0,58.0,5.0,4.0,621.0,,,,,,,,,,,11.0,2.0,19.0
jan-mayerhofer,Jan Mayerhofer,LB/S,,,,,,40.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
jan-phillip-bombek,Jan-Phillip Bombek,LB,2.0,,,1.0,9.5,18.0,,,12.0,,,,,,,,,,,1.0,,12.0,,,,,,,,
janek-wenke,Janek Wenke,DE/LB,2.0,2.0,,,5.5,30.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
janez-von-renesse,Janez von Renesse,WR,,,,,,,,,7.0,,,,,,,,,,,,,,,,13.0,1.0,142.0,,,
janis-hackenberg,Janis Hackenberg,RB,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,14.0,,74.0
janis-kaiser,Janis Kaiser,QB,,,,,,,,,9.0,,,,12.0,7.0,,3.0,97.0,,,,,,,,,,,7.0,,
jannik-loercks,Jannik Loercks,WR,1.0,,,,,3.0,,,9.0,,,,,,,,,,,,,,,,17.0,3.0,219.0,,,
jannik-nowak,Jannik Nowak,QB/WR,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,14.0,1.0,149.0,,,
jannik-seibel,Jannik Seibel,DB/LB,,,1.0,4.0,,54.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
jason-chikere,Jason Chikere,DL/LB,,,,,5.0,23.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
jason-rilwann-aguemon,Jason Rilwann Aguemon,RB,,,,,,3.0,,,12.0,,,,,,,,,,,,,,,,2.0,,12.0,73.0,2.0,333.0
jean-claude-madin-cerezo,Jean-Claude Madin Cerezo,WR,,,,,,3.0,,,11.0,,,,1.0,1.0,,,13.0,,,6.0,,54.0,,,40.0,4.0,494.0,,,
jens-appelt,Jens Appelt,K,,,,,,,13.0,7.0,10.0,,,,,,,,,14.0,7.0,,,,15.0,571.0,,,,2.0,,36.0
jens-walter,Jens Walter,TE,,,,,,1.0,,,8.0,,,,,,,,,,,,,,,,13.0,,163.0,,,
jeremy-sarfo,Jeremy Sarfo,LB,,,,,,5.0,,,9.0,,,,,,,,,,,,,,,,,,,2.0,,
johann-heuck,Johann Heuck,WR,,,,,,,,,8.0,,,,,,,,,,,,,,,,1.0,,12.0,,,
johannes-schütz,Johannes Schütz,WR,,,,,,,,,2.0,2.0,,61.0,,,,,,,,,,,,,5.0,1.0,189.0,2.0,,28.0
john-levi-kruse,John Levi Kruse,FB/WR,,,,,,8.0,,,12.0,,,,,,,,,,,,,,,,16.0,1.0,190.0,,,
jonas-hagerup,Jonas Hagerup,,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
jonas-schenderlein,Jonas Schenderlein,K,,,,,,2.0,11.0,8.0,11.0,,,,,,,,,33.0,19.0,,,,1.0,40.0,,,,,,
jonas-schultes,Jonas Schultes,LB,,2.0,,,0.5,28.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
jonathan-peppler,Jonathan Peppler,,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
jonathan-sieveke,Jonathan Sieveke,LB,,,,,,7.0,,,3.0,,,,,,,,,,,,,,,,,,,,,
jordan-barlow,Jordan Barlow,QB,,,,,,,,,2.0,,,,42.0,15.0,,,215.0,,,,,,,,,,,7.0,,42.0
jordan-bouah,Jordan Bouah,RB/WR,,,,,,2.0,,,10.0,5.0,1.0,210.0,,,,,,,,,,,,,49.0,6.0,654.0,1.0,,
jordi-brugnani,Jordi Brugnani,CB/LB,,,1.0,3.0,,34.0,,,12.0,,,,,,,,,4.0,3.0,,,,,,,,,,,
jordi-torrededia,Jordi Torrededia,WR,,,,,,1.0,,,10.0,,,,,,,,,,,,,,,,42.0,4.0,463.0,,,
jorge-felix-velasco-velo,Jorge Felix Velasco Velo,LB,,,,,,11.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
joshua-jacob,Joshua Jacob,,,,,1.0,,11.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
joshua-poznanski,Joshua Poznanski,LB/S,,1.0,2.0,3.0,,36.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
julian-jakob,Julian Jakob,CB/LB,1.0,,2.0,1.0,,23.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
julian-ludwig-mayorga,Julian Ludwig-Mayorga,DB/LB,,,,,,17.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
julian-perfler,Julian Perfler,LB,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
julian-voelker,Julian Voelker,LB,,,,,1.0,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,
junior-nkembi,Junior Nkembi,DB/LB,,,2.0,11.0,,54.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
justin-rodney,Justin Rodney,RB,,,,,,7.0,,,6.0,2.0,,39.0,,,,,,,,,,,,,5.0,1.0,104.0,30.0,3.0,263.0
justin-rogers,Justin Rogers,DB/DT/LB,1.0,1.0,2.0,2.0,,36.0,,,10.0,3.0,,64.0,,,,,,,,11.0,,147.0,,,,,,,,
justin-schlesinger,Justin Schlesinger,WR,,,,,,1.0,,,9.0,1.0,,26.0,,,,,,,,,,,,,18.0,6.0,204.0,,,
justus-sleiman,Justus Sleiman,DL,2.0,,,,3.0,14.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
jean-constant,Jéan Constant,WR,1.0,,,,,4.0,,,8.0,2.0,,68.0,,,,,,,,12.0,,181.0,,,65.0,3.0,823.0,8.0,,58.0
jóhann-gísli-hummel,Jóhann Gísli Hummel,RB,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
k-allen,K. Allen,QB,,,,,,,,,7.0,,,,174.0,112.0,5.0,10.0,1531.0,,,,,,,,,,,42.0,5.0,138.0
k-bashale,K. Bashale,LB,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
k-doyle-jr,K. Doyle Jr,QB,,,,,,1.0,,,5.0,,,,145.0,70.0,4.0,1.0,872.0,,,,,,,,1.0,1.0,30.0,37.0,2.0,20.0
k-eltifi,K. Eltifi,,,,,,,4.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
k-floret,K. Floret,CB,1.0,1.0,2.0,4.0,,35.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
k-freeman,K. Freeman,LB,,,,1.0,1.0,33.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
k-fuchs,K. Fuchs,QB,,,,,,,,,3.0,,,,4.0,2.0,,,1.0,,,,,,,,,,,,,
k-garcia-heermann,K. Garcia Heermann,CB,,,,1.0,,3.0,,,9.0,,,,,,,,,,,,,,,,,,,,,
k-hike-jr,K. Hike Jr.,CB/LB,1.0,3.0,1.0,8.0,,52.0,,,12.0,41.0,,945.0,,,,,,,,12.0,1.0,249.0,,,3.0,,15.0,1.0,,1.0
k-horváth,K. Horváth,TE,,,,,,2.0,,,7.0,,,,,,,,,,,,,,,,2.0,,19.0,,,
k-jaszewski,K. Jaszewski,WR,,,,,,1.0,,,11.0,3.0,,52.0,,,,,,,,3.0,,20.0,,,37.0,4.0,521.0,1.0,,2.0
k-kearse-thomas,K. Kearse-Thomas,LB,1.0,,,2.0,1.0,76.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
k-khay,K. Khay,LB,,,,1.0,1.5,60.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
k-kreider,K. Kreider,OT,,1.0,,,,1.0,,,10.0,,,,,,,,,,,,,,,,,,,,,
k-miranda,K. Miranda,WR,,,,,,2.0,,,4.0,8.0,,137.0,,,,,,,,2.0,,29.0,,,18.0,,125.0,2.0,,
k-nosow,K. Nosow,WR,,,,,,,,,4.0,,,,,,,,,,,,,,,,2.0,,18.0,1.0,,17.0
k-osseni,K. Osseni,CB,,,,1.0,,14.0,,,10.0,2.0,,37.0,,,,,,,,,,,,,,,,,,
k-pajarinen,K. Pajarinen,RB,,,,,,2.0,,,9.0,,,,,,,,,,,,,,,,5.0,,18.0,115.0,4.0,560.0
k-rusín,K. Rusín,DT,,,,,1.0,5.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
k-singer,K. Singer,LB,,,1.0,,,19.0,,,6.0,,,,,,,,,,,,,,,,,,,,,
k-somogyi,K. Somogyi,K,,,,,,,,,8.0,,,,,,,,,,,,,,2.0,82.0,,,,,,
k-titz,K. Titz,LB,,,,,,23.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
k-wojta,K. Wojta,RB,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,,21.0,11.0,1.0,95.0
kacper-fiedziuk,Kacper Fiedziuk,WR,,,,,,1.0,,,9.0,,,,,,,,,,,,,,,,1.0,,5.0,,,
kai-hunter,Kai Hunter,RB,,,,,,1.0,,,9.0,,,,,,,,,,,,,,,,4.0,,68.0,80.0,3.0,352.0
kamil-kotlarz,Kamil Kotlarz,RB,,,,,,6.0,,,11.0,1.0,,7.0,,,,,,,,,,,,,3.0,,25.0,46.0,2.0,169.0
kamil-ruta,Kamil Ruta,LB,,,,1.0,3.5,26.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
karim-ben-el-ghali,Karim Ben El Ghali,CB/LB,,,,1.0,,9.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
karlis-brauns,Karlis Brauns,DE/DT/LB,,,,,8.0,35.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
kende-rathonyi,Kende Ráthonyi,RB,,,,,,4.0,,,10.0,1.0,,22.0,1.0,1.0,,1.0,14.0,,,,,,,,8.0,,28.0,110.0,4.0,377.0
kevin-fortes,Kevin Fortes,DB/LB,2.0,,2.0,4.0,,48.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
kevin-maier,Kevin Maier,DL/LB,,,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,
kevin-mwamba,Kevin Mwamba,TE/WR,,,,,,,,,10.0,,,,,,,,,,,,,,,,25.0,1.0,296.0,,,
koku-giede,Koku Giede,,,,,,,8.0,,,8.0,,,,,,,,,,,,,,,,,,,,,
konrad-stępień,Konrad Stępień,LB,,,,,,2.0,,,7.0,,,,,,,,,,,,,,6.0,280.0,,,,,,
konstantin-katz,Konstantin Katz,DB/LB,,,,,,10.0,,,7.0,,,,,,,,,,,,,,,,,,,,,
kris-alexander-wedderburn,Kris Alexander Wedderburn,,,,,,,,,,4.0,,,,,,,,,,,,,,,,4.0,,45.0,,,
krzystof-wis,Krzystof Wis,LB,2.0,3.0,1.0,1.0,1.5,69.0,,,10.0,,,,,,,,,,,,,,11.0,397.0,,,,,,
kyle-kitchens,Kyle Kitchens,DL/LB,,1.0,,,15.0,32.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
kyle-sweet,Kyle Sweet,WR,,,,,,1.0,,,12.0,,,,2.0,2.0,,1.0,27.0,,,2.0,,4.0,,,77.0,7.0,851.0,1.0,,2.0
l-anzeneder,L. Anzeneder,WR,,,,,,3.0,,,11.0,,,,,,,,,,,,,,,,8.0,,59.0,,,
l-arapi,L. Arapi,CB,,,1.0,,,12.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
l-assemian,L. Assemian,RB,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,3.0,,7.0,16.0,,45.0
l-bach,L. Bach,LB,,,,3.0,2.0,53.0,,,12.0,,,,,,,,,,,,,,,,,,,,,
