player_id,player_name,positions,events_played,pdga_points,pdga_rating
d-hagman,D. Hagman,MPO,8.0,805.0,955.0
d-hanna,D. Hanna,MPO,7.0,1292.0,1005.0
d-harless,D. Harless,MPO,7.0,1027.0,974.0
d-harris,D. Harris,MPO,26.0,2224.0,1822.0
d-hass,D. Hass,MPO,17.0,1085.0,953.0
d-hastings,D. Hastings,MPO,12.0,1032.0,926.0
d-hatvani,D. Hatvani,MPO,9.0,505.0,961.0
d-haueter,D. Haueter,MPO,10.0,3112.0,971.0
d-hayden,D. Hayden,MPO,8.0,617.0,957.0
d-heasley,D. Heasley,MPO,9.0,722.0,929.0
d-hemmeline,D. Hemmeline,MPO,34.0,6562.0,1012.0
d-henry,D. Henry,MPO,37.0,3812.0,1908.0
d-hernandez,D. Hernandez,MPO,1.0,616.0,912.0
d-herrington,D. Herrington,MPO,10.0,614.0,905.0
d-holt,D. Holt,MPO,5.0,654.0,960.0
d-honold,D. Honold,MPO,12.0,1245.0,968.0
d-hopkins,D. Hopkins,MPO,12.0,1780.0,929.0
d-hoppert,D. Hoppert,MPO,30.0,712.0,879.0
d-horst,D. Horst,MPO,9.0,777.0,934.0
d-horwat,D. Horwat,MPO,19.0,980.0,895.0
d-houde,D. Houde,MPO,9.0,732.0,923.0
d-house,D. House,MPO,18.0,1675.0,887.0
d-hummel,D. Hummel,MPO,3.0,575.0,925.0
d-hunn,D. Hunn,MPO,4.0,1067.0,961.0
d-inman,D. Inman,MPO,7.0,640.0,963.0
d-ivarsson,D. Ivarsson,MPO,8.0,1116.0,911.0
d-jackisch,D. Jackisch,MPO,6.0,495.0,906.0
d-james,D. James,MPO,1.0,910.0,955.0
d-jenkins,D. Jenkins,MPO,31.0,3457.0,998.0
d-jenniex,D. Jenniex,MPO,4.0,605.0,986.0
d-johansen,D. Johansen,MPO,90.0,9479.0,1931.0
d-johansson,D. Johansson,MPO,30.0,3972.0,1970.0
d-jones,D. Jones,MPO,28.0,2603.0,2782.0
d-jowers,D. Jowers,MPO,4.0,1270.0,920.0
d-kathman,D. Kathman,MPO,3.0,740.0,963.0
d-keegan,D. Keegan,MPO,1.0,820.0,947.0
d-keith,D. Keith,MPO,11.0,910.0,973.0
d-kerfeld,D. Kerfeld,MPO,17.0,7250.0,989.0
d-keylor,D. Keylor,MPO,6.0,707.0,958.0
d-kinnes,D. Kinnes,MPO,9.0,1072.0,945.0
d-kitchens,D. Kitchens,MPO,8.0,510.0,930.0
d-kitowski,D. Kitowski,MPO,5.0,562.0,943.0
d-klett,D. Klett,MPO,7.0,642.0,959.0
d-konecny,D. Konečný,MPO,11.0,2532.0,964.0
d-kreyenhagen,D. Kreyenhagen,MPO,1.0,2970.0,947.0
d-kuntz,D. Kuntz,MPO,19.0,1432.0,1907.0
d-kuroda,D. Kuroda,MPO,23.0,3060.0,998.0
d-lacomba,D. LaComba,MPO,4.0,2875.0,950.0
d-larhette,D. LaRhette,MPO,8.0,1000.0,966.0
d-lackey,D. Lackey,MPO,2.0,585.0,981.0
d-lackner,D. Lackner,MPO,13.0,3625.0,974.0
d-lansdell,D. Lansdell,MPO,9.0,577.0,921.0
d-larva,D. Larva,MPO,6.0,627.0,979.0
d-lawless,D. Lawless,MPO,3.0,480.0,980.0
d-lawson,D. Lawson,MPO,19.0,2162.0,1895.0
d-leatherman,D. Leatherman,MPO,12.0,817.0,969.0
d-lee,D. Lee,MPO,1.0,660.0,942.0
d-lee-sharpe,D. Lee-Sharpe,MPO,7.0,1435.0,968.0
d-lewis,D. Lewis,MPO,36.0,9975.0,1969.0
d-lhotak,D. Lhotak,MPO,9.0,1287.0,957.0
d-lilley,D. Lilley,MPO,9.0,586.0,985.0
d-lim,D. Lim,MPO,15.0,1875.0,978.0
d-lindahl,D. Lindahl,MPO,6.0,480.0,945.0
d-littlejohn,D. Littlejohn,MPO,7.0,920.0,944.0
d-loomis,D. Loomis,MPO,29.0,20045.0,1011.0
d-loughlin,D. Loughlin,MPO,16.0,1732.0,982.0
d-love,D. Love,MPO,5.0,1235.0,906.0
d-lundqvist,D. Lundqvist,MPO,8.0,2555.0,986.0
d-mabe,D. Mabe,MPO,7.0,810.0,929.0
d-madill,D. Madill,MPO,11.0,1028.0,902.0
d-madruga,D. Madruga,MPO,8.0,550.0,967.0
d-maldonado,D. Maldonado,MPO,2.0,1208.0,918.0
d-maloney,D. Maloney,MPO,23.0,1886.0,1819.0
d-manker,D. Manker,MPO,6.0,668.0,920.0
d-manning,D. Manning,MPO,10.0,1250.0,924.0
d-marinovich,D. Marinovich,MPO,7.0,787.0,944.0
d-marsh,D. Marsh,MPO,21.0,1335.0,959.0
d-martin,D. Martin,MPO,12.0,1512.0,1817.0
d-mcdonald,D. McDonald,MPO,6.0,495.0,924.0
d-mckim,D. McKim,MPO,14.0,1825.0,948.0
d-medina,D. Medina,MPO,24.0,4227.0,1908.0
d-mellov,D. Mellov,MPO,7.0,847.0,935.0
d-metsavainio,D. Metsävainio,MPO,16.0,1532.0,962.0
d-meyerhoff,D. Meyerhoff,MPO,11.0,2885.0,934.0
d-miller,D. Miller,MPO,2.0,500.0,994.0
d-moore,D. Moore,MPO,23.0,2269.0,1878.0
d-morris,D. Morris,MPO,8.0,655.0,940.0
d-moyer,D. Moyer,MPO,7.0,725.0,922.0
d-myrrusten,D. Myrrusten,MPO,4.0,1012.0,939.0
d-napier,D. Napier,MPO,14.0,2711.0,1843.0
d-nelson,D. Nelson,MPO,11.0,764.0,941.0
d-newkirk,D. Newkirk,MPO,15.0,1605.0,974.0
d-ney,D. Ney,MPO,6.0,635.0,937.0
d-nielsen,D. Nielsen,MPO,5.0,587.0,959.0
d-nisi,D. Nisi,MPO,3.0,824.0,975.0
d-normand-ii,D. Normand II,MPO,8.0,500.0,899.0
d-norris,D. Norris,MPO,8.0,1075.0,995.0
d-northrup,D. Northrup,MPO,16.0,706.0,961.0
d-nunez,D. Nunez,MPO,14.0,686.0,884.0
d-oliva,D. Oliva,MPO,15.0,1112.0,969.0
d-olsen,D. Olsen,MPO,11.0,840.0,963.0
d-owens,D. Owens,MPO,11.0,767.0,930.0
d-page,D. Page,MPO,6.0,847.0,944.0
d-palmer,D. Palmer,MPO,4.0,1005.0,983.0
d-parker,D. Parker,MPO,3.0,510.0,953.0
d-parkins,D. Parkins,MPO,15.0,1265.0,993.0
d-parten,D. Parten,MPO,13.0,880.0,923.0
d-pastore-jr,D. Pastore Jr,MPO,5.0,1240.0,921.0
d-patterson,D. Patterson,MPO,5.0,780.0,901.0
d-pederson,D. Pederson,MPO,4.0,510.0,878.0
d-peraino,D. Peraino,MPO,15.0,1120.0,936.0
d-peters,D. Peters,MPO,17.0,2632.0,976.0
d-pfaff,D. Pfaff,MPO,3.0,492.0,942.0
d-phillips,D. Phillips,MPO,5.0,605.0,933.0
d-phipps,D. Phipps,MPO,8.0,556.0,912.0
d-polk,D. Polk,MPO,6.0,1100.0,937.0
d-pool,D. Pool,MPO,13.0,1535.0,969.0
d-possen,D. Possen,MPO,14.0,1145.0,945.0
d-postlewait,D. Postlewait,MPO,40.0,3287.0,983.0
d-potts,D. Potts,MPO,9.0,2810.0,920.0
d-powell,D. Powell,MPO,10.0,1087.0,1000.0
d-pratt,D. Pratt,MPO,15.0,987.0,932.0
d-putskov,D. Putskov,MPO,10.0,550.0,938.0
d-quiroz,D. Quiroz,MPO,6.0,590.0,910.0
d-rebholz,D. Rebholz,MPO,5.0,488.0,953.0
d-rees,D. Rees,MPO,1.0,1090.0,954.0
d-reynoso,D. Reynoso,MPO,13.0,2460.0,1001.0
d-riley,D. Riley,MPO,6.0,690.0,956.0
d-robins,D. Robins,MPO,12.0,1700.0,951.0
d-rodriguez,D. Rodriguez,MPO,14.0,2040.0,901.0
d-rooney,D. Rooney,MPO,9.0,537.0,953.0
d-rosana,D. Rosana,MPO,11.0,1097.0,971.0
d-ross,D. Ross,MPO,9.0,888.0,1000.0
d-rubalcaba,D. Rubalcaba,MPO,6.0,1565.0,935.0
d-ruks,D. Ruks,MPO,22.0,3620.0,955.0
d-runnfeldt,D. Runnfeldt,MPO,5.0,2105.0,965.0
d-runnvik,D. Runnvik,MPO,6.0,3400.0,974.0
d-russell,D. Russell,MPO,9.0,4395.0,1915.0
d-ryalls,D. Ryalls,MPO,10.0,514.0,962.0
d-sabitov,D. Sabitov,MPO,9.0,1287.0,954.0
d-sahr,D. Sahr,MPO,17.0,1353.0,928.0
d-sapp,D. Sapp,MPO,2.0,545.0,906.0
d-sawtelle,D. Sawtelle,MPO,4.0,1188.0,910.0
d-scalcini,D. Scalcini,MPO,2.0,2312.0,929.0
d-schlitter,D. Schlitter,MPO,2.0,545.0,950.0
d-schroeder,D. Schroeder,MPO,14.0,6882.0,977.0
d-schulz,D. Schulz,MPO,10.0,2172.0,1891.0
d-shepherd,D. Shepherd,MPO,10.0,625.0,923.0
d-simmonds,D. Simmonds,MPO,9.0,1782.0,957.0
d-skorupinski,D. Skorupinski,MPO,65.0,7982.0,995.0
d-slate,D. Slate,MPO,21.0,1415.0,948.0
d-smith,D. Smith,MPO,19.0,1189.0,1951.0
d-sodergren,D. Sodergren,MPO,6.0,522.0,971.0
d-sonderfan,D. Sonderfan,MPO,4.0,492.0,953.0
d-spangenberg,D. Spangenberg,MPO,5.0,566.0,897.0
d-spellman,D. Spellman,MPO,8.0,584.0,936.0
d-squires-jr,D. Squires Jr,MPO,2.0,680.0,886.0
d-stampfer,D. Stampfer,MPO,11.0,842.0,984.0
d-steele,D. Steele,MPO,12.0,580.0,906.0
d-stepp,D. Stepp,MPO,14.0,7977.0,1015.0
d-stiehl,D. Stiehl,MPO,1.0,900.0,
d-strott,D. Strott,MPO,1.0,1260.0,970.0
d-sunoo,D. Sunoo,MPO,10.0,6380.0,1001.0
d-surmann,D. Surmann,MPO,10.0,615.0,919.0
d-swanson,D. Swanson,MPO,9.0,497.0,970.0
d-sward,D. Swärd,MPO,9.0,1080.0,939.0
d-tasby,D. Tasby,MPO,12.0,927.0,956.0
d-taylor-jr,D. Taylor Jr,MPO,17.0,640.0,959.0
d-trantham,D. Trantham,MPO,10.0,6940.0,1009.0
d-treece,D. Treece,MPO,10.0,1490.0,1002.0
d-trower,D. Trower,MPO,16.0,2570.0,932.0
d-truitt,D. Truitt,MPO,7.0,3555.0,961.0
d-ulloa,D. Ulloa,MPO,5.0,620.0,936.0
d-vallance,D. Vallance,MPO,5.0,660.0,962.0
d-valletta,D. Valletta,MPO,5.0,570.0,905.0
d-vant-hul,D. Van't Hul,MPO,15.0,1520.0,967.0
d-vazquez,D. Vazquez,MPO,9.0,890.0,964.0
d-vea,D. Vea,MPO,19.0,1195.0,954.0
d-vicich,D. Vicich,MPO,4.0,2865.0,975.0
d-viklund,D. Viklund,MPO,11.0,2420.0,965.0
d-vilano,D. Vilano,MPO,1.0,540.0,945.0
d-vorgang,D. Vorgang,MPO,13.0,772.0,900.0
d-wacior,D. Wacior,MPO,11.0,1100.0,975.0
d-watson,D. Watson,MPO,12.0,2032.0,937.0
d-weaver,D. Weaver,MPO,15.0,804.0,929.0
d-weitala,D. Weitala,MPO,7.0,505.0,947.0
d-whitlock,D. Whitlock,MPO,21.0,1460.0,969.0
d-whittle,D. Whittle,MPO,9.0,1570.0,923.0
d-wilder,D. Wilder,MPO,3.0,2195.0,918.0
d-wilkins,D. Wilkins,MPO,18.0,892.0,952.0
d-willis,D. Willis,MPO,24.0,8745.0,988.0
d-wilson,D. Wilson,MPO,11.0,734.0,876.0
d-wix,D. Wix,MPO,5.0,772.0,953.0
d-wolfe,D. Wolfe,MPO,8.0,830.0,931.0
d-wooten,D. Wooten,MPO,5.0,894.0,919.0
d-wrinkle,D. Wrinkle,MPO,18.0,1587.0,992.0
d-zaleski,D. Zaleski,MPO,6.0,657.0,953.0
dj-davidson,D.J. Davidson,MPO/DT,47.0,19754.0,3928.0
dj-sanders,D.J. Sanders,MPO/LB,4.0,800.0,1001.0
e-aalto,E. Aalto,MPO,16.0,2870.0,970.0
e-aderhold,E. Aderhold,MPO,11.0,702.0,964.0
e-aguilar,E. Aguilar,MPO,16.0,1597.0,902.0
e-ahola,E. Ahola,MPO,11.0,1422.0,930.0
e-alliksoo,E. Alliksoo,MPO,8.0,540.0,956.0
e-altoray,E. Altoray,MPO,8.0,665.0,964.0
e-badajos,E. Badajos,MPO,15.0,1197.0,959.0
e-bamford,E. Bamford,MPO,4.0,1557.0,908.0
e-barbe,E. Barbe,MPO,10.0,637.0,963.0
e-bassett,E. Bassett,MPO,4.0,1220.0,975.0
e-bates,E. Bates,MPO,24.0,22295.0,1027.0
e-beach,E. Beach,MPO,15.0,750.0,927.0
e-bedell,E. Bedell,MPO,7.0,582.0,943.0
e-bengts,E. Bengts,MPO,7.0,6080.0,946.0
e-bickel,E. Bickel,MPO,7.0,510.0,884.0
e-bode,E. Bode,MPO,9.0,490.0,963.0
e-boger,E. Boger,MPO,3.0,547.0,993.0
e-bolton,E. Bolton,MPO,6.0,512.0,893.0
e-boord,E. Boord,MPO,11.0,785.0,958.0
e-boyd,E. Boyd,MPO,3.0,885.0,982.0
e-bright,E. Bright,MPO,14.0,650.0,944.0
e-buford,E. Buford,MPO,15.0,1897.0,968.0
e-burkett,E. Burkett,MPO,28.0,2605.0,981.0
e-busch,E. Busch,MPO,5.0,885.0,955.0
e-binova,E. Bínová,MPO,19.0,1000.0,953.0
e-carroll,E. Carroll,MPO,3.0,612.0,947.0
e-cauthron,E. Cauthron,MPO,2.0,1280.0,975.0
e-coca,E. Coca,MPO,6.0,1345.0,985.0
e-compas,E. Compas,MPO,4.0,912.0,935.0
e-dahl,E. Dahl,MPO,4.0,502.0,932.0
e-dahlgren,E. Dahlgren,MPO,13.0,1560.0,987.0
e-delong,E. DeLong,MPO,10.0,1345.0,935.0
e-dematt,E. DeMatt,MPO,9.0,1037.0,941.0
e-dicius,E. Dicius,MPO,10.0,1120.0,933.0
e-dobmeier,E. Dobmeier,MPO,7.0,492.0,921.0
e-doppelmayr,E. Doppelmayr,MPO,5.0,592.0,954.0
e-dostal,E. Dostal,MPO,27.0,2127.0,925.0
e-downing,E. Downing,MPO,10.0,792.0,969.0
e-ducharme,E. Ducharme,MPO,19.0,695.0,945.0
e-eastwood,E. Eastwood,MPO,1.0,680.0,967.0
e-elisson,E. Elisson,MPO,8.0,508.0,972.0
e-enos,E. Enos,MPO,20.0,1772.0,977.0
e-eriksson,E. Eriksson,MPO,8.0,605.0,973.0
e-fadez,E. Fadez,MPO,9.0,852.0,924.0
e-ferguson,E. Ferguson,MPO,18.0,3267.0,986.0
e-fischer,E. Fischer,MPO,16.0,2347.0,987.0
e-fiveash,E. Fiveash,MPO,10.0,735.0,921.0
e-florance,E. Florance,MPO,20.0,5437.0,1985.0
e-ford,E. Ford,MPO,9.0,952.0,957.0
e-fagelberg,E. Fågelberg,MPO,5.0,815.0,940.0
e-gallusser,E. Gallusser,MPO,4.0,712.0,986.0
e-gjedrem,E. Gjedrem,MPO,15.0,958.0,895.0
e-gregory,E. Gregory,MPO,16.0,1005.0,974.0
e-grijalva,E. Grijalva,MPO,7.0,802.0,967.0
e-gripler,E. Gripler,MPO,18.0,1402.0,915.0
e-gurthie,E. Gurthie,MPO,13.0,864.0,962.0
e-gustafsson,E. Gustafsson,MPO,5.0,892.0,918.0
e-hagen-strand,E. Hagen Strand,MPO,1.0,1905.0,980.0
e-hapner,E. Hapner,MPO,19.0,4677.0,1008.0
e-harbolt,E. Harbolt,MPO,3.0,504.0,958.0
e-harrell,E. Harrell,MPO,10.0,1027.0,971.0
e-hayworth,E. Hayworth,MPO,9.0,1412.0,944.0
e-heed,E. Heed,MPO,2.0,540.0,937.0
e-heidebrecht,E. Heidebrecht,MPO,10.0,1250.0,983.0
e-heinloo,E. Heinloo,MPO,9.0,903.0,876.0
e-henderson,E. Henderson,MPO,4.0,822.0,963.0
e-hildestad,E. Hildestad,MPO,2.0,600.0,818.0
e-hoerske,E. Hoerske,MPO,6.0,1337.0,978.0
e-hughes,E. Hughes,MPO,12.0,7162.0,1901.0
e-hulburt,E. Hulburt,MPO,1.0,1150.0,984.0
e-humphrey,E. Humphrey,MPO,11.0,1035.0,976.0
e-harkonen,E. Härkönen,MPO,11.0,1710.0,927.0
e-hakansson,E. Håkansson,MPO,14.0,1062.0,958.0
e-illikainen,E. Illikainen,MPO,7.0,560.0,929.0
e-johnson,E. Johnson,MPO,43.0,12631.0,3797.0
e-juul,E. Juul,MPO,9.0,512.0,960.0
e-jarvela,E. Järvelä,MPO,5.0,552.0,934.0
e-karlusa,E. Karluša,MPO,4.0,717.0,936.0
e-keith,E. Keith,MPO,7.0,1620.0,968.0
e-king,E. King,MPO,18.0,994.0,943.0
e-kison,E. Kison,MPO,7.0,895.0,965.0
e-kline,E. Kline,MPO,12.0,2102.0,927.0
e-knoll,E. Knoll,MPO,7.0,1800.0,926.0
e-kolehmainen,E. Kolehmainen,MPO,11.0,785.0,949.0
e-kroll,E. Kroll,MPO,7.0,3510.0,984.0
e-kvist,E. Kvist,MPO,14.0,597.0,943.0
e-lampinen,E. Lampinen,MPO,7.0,882.0,977.0
e-landfors,E. Landfors,MPO,17.0,6072.0,967.0
e-leirgulen,E. Leirgulen,MPO,8.0,718.0,898.0
e-leivo,E. Leivo,MPO,7.0,670.0,956.0
e-levesque,E. Levesque,MPO,2.0,507.0,902.0
e-lindholm,E. Lindholm,MPO,9.0,920.0,999.0
e-livaudais,E. Livaudais,MPO,6.0,767.0,965.0
e-lomax,E. Lomax,MPO,20.0,1607.0,965.0
e-loven,E. Lovén,MPO,1.0,2580.0,942.0
e-luukkonen,E. Luukkonen,MPO,4.0,520.0,982.0
e-lahde,E. Lähde,MPO,15.0,625.0,955.0
e-mandrek,E. Mandrek,MPO,12.0,1065.0,971.0
e-mcculley,E. McCulley,MPO,12.0,1000.0,965.0
e-mcintyre,E. McIntyre,MPO,4.0,600.0,988.0
e-mcmahon,E. McMahon,MPO,8.0,642.0,950.0
e-miller,E. Miller,MPO,4.0,1068.0,915.0
e-mogstad,E. Mogstad,MPO,5.0,727.0,954.0
e-montoya,E. Montoya,MPO,10.0,1547.0,937.0
e-moore,E. Moore,MPO,1.0,1192.0,933.0
e-moul,E. Moul,MPO,5.0,3552.0,956.0
e-mkkelgjerd,E. Møkkelgjerd,MPO,21.0,1615.0,956.0
e-nichols,E. Nichols,MPO,11.0,905.0,948.0
e-nisula,E. Nisula,MPO,10.0,630.0,918.0
e-norlin,E. Norlin,MPO,14.0,2750.0,1006.0
e-norris,E. Norris,MPO,11.0,1340.0,937.0
e-oakley,E. Oakley,MPO,4.0,827.0,962.0
e-olden,E. Olden,MPO,8.0,1192.0,999.0
e-oloffson,E. Oloffson,MPO,3.0,584.0,885.0
e-osterwinter,E. Osterwinter,MPO,9.0,937.0,957.0
e-painter,E. Painter,MPO,13.0,2282.0,948.0
e-partee,E. Partee,MPO,6.0,510.0,912.0
e-paulsen,E. Paulsen,MPO,5.0,805.0,944.0
e-peine,E. Peine,MPO,6.0,1736.0,912.0
e-poldoja,E. Põldoja,MPO,24.0,1262.0,899.0
e-rainey,E. Rainey,MPO,21.0,2232.0,965.0
e-rasmussen,E. Rasmussen,MPO,14.0,600.0,942.0
e-ray,E. Ray,MPO,4.0,584.0,954.0
e-roberts,E. Roberts,MPO,12.0,1442.0,980.0
e-robinson,E. Robinson,MPO,7.0,552.0,936.0
e-romero,E. Romero,MPO,10.0,657.0,938.0
e-rysen,E. Rysén,MPO,3.0,695.0,904.0
e-saarinen,E. Saarinen,MPO,6.0,615.0,962.0
e-salonen,E. Salonen,MPO,9.0,2840.0,977.0
e-schneider,E. Schneider,MPO,16.0,3247.0,958.0
e-schubert,E. Schubert,MPO,10.0,697.0,948.0
e-scott,E. Scott,MPO,7.0,1387.0,929.0
e-shomo,E. Shomo,MPO,7.0,640.0,936.0
e-shper,E. Shper,MPO,11.0,1275.0,987.0
e-sieniarecki,E. Sieniarecki,MPO,6.0,1060.0,925.0
e-simmons,E. Simmons,MPO,8.0,640.0,955.0
e-singletary,E. Singletary,MPO,7.0,750.0,912.0
e-smirnov,E. Smirnov,MPO,2.0,1224.0,903.0
e-smith,E. Smith,MPO,13.0,1657.0,953.0
e-snallfot,E. Snällfot,MPO,15.0,2197.0,979.0
e-stachnick,E. Stachnick,MPO,5.0,682.0,992.0
e-stephenson,E. Stephenson,MPO,11.0,845.0,924.0
e-stinchcomb,E. Stinchcomb,MPO,7.0,615.0,934.0
e-svee,E. Svee,MPO,18.0,798.0,920.0
e-tamez,E. Tamez,MPO,4.0,1464.0,919.0
e-teachout,E. Teachout,MPO,5.0,942.0,897.0
e-teeriniemi,E. Teeriniemi,MPO,4.0,507.0,895.0
e-tegenfeldt,E. Tegenfeldt,MPO,6.0,715.0,975.0
e-thoresen,E. Thoresen,MPO,3.0,637.0,905.0
e-tibbetts,E. Tibbetts,MPO,7.0,3025.0,934.0
e-torres,E. Torres,MPO,9.0,1868.0,943.0
e-vachon,E. Vachon,MPO,13.0,525.0,967.0
e-vainikainen,E. Vainikainen,MPO,3.0,1665.0,943.0
e-velevski,E. Velevski,MPO,2.0,2270.0,1014.0
e-wangsholm,E. Wangsholm,MPO,4.0,1187.0,930.0
e-ward,E. Ward,MPO,21.0,2250.0,936.0
e-webb,E. Webb,MPO,7.0,720.0,905.0
e-weir,E. Weir,MPO,11.0,1112.0,921.0
e-wellin,E. Wellin,MPO,4.0,540.0,1000.0
e-wengaard,E. Wengaard,MPO,4.0,615.0,933.0
e-widboom,E. Widboom,MPO,9.0,585.0,960.0
e-wilson,E. Wilson,MPO,8.0,1437.0,962.0
e-woyden,E. Woyden,MPO,28.0,7075.0,1003.0
e-zamarripa,E. Zamarripa,MPO,7.0,500.0,963.0
elliott-fry,Elliott Fry,MPO,6.0,826.0,892.0
f-albanese,F. Albanese,MPO,8.0,838.0,981.0
f-barnard,F. Barnard,MPO,14.0,1887.0,967.0
f-baur,F. Baur,MPO,4.0,707.0,982.0
f-beals,F. Beals,MPO,11.0,560.0,909.0
f-bodell,F. Bodell,MPO,18.0,6905.0,995.0
f-brugmann,F. Brügmann,MPO,12.0,572.0,943.0
f-buchanan-jacobs,F. Buchanan-Jacobs,MPO,15.0,980.0,969.0
f-connelly,F. Connelly,MPO,10.0,715.0,917.0
f-cortez,F. Cortez,MPO,16.0,554.0,946.0
f-dahlen,F. Dahlén,MPO,7.0,900.0,900.0
f-deubel,F. Deubel,MPO,6.0,578.0,971.0
f-eklund,F. Eklund,MPO,5.0,915.0,905.0
f-esquivel,F. Esquivel,MPO,20.0,9227.0,1032.0
f-johansson,F. Johansson,MPO,17.0,1747.0,993.0
f-junker-allen,F. Junker-Allen,MPO,11.0,967.0,952.0
f-kaune,F. Kaune,MPO,14.0,2535.0,946.0
f-keiflin,F. Keiflin,MPO,9.0,642.0,950.0
f-lindberg,F. Lindberg,MPO,9.0,2070.0,1882.0
f-lingenhel,F. Lingenhel,MPO,3.0,1164.0,934.0
f-lusky,F. Lusky,MPO,10.0,1752.0,999.0
f-martinez,F. Martinez,MPO,11.0,722.0,953.0
f-meza,F. Meza,MPO,6.0,1000.0,974.0
f-nordfelth,F. Nordfelth,MPO,6.0,690.0,923.0
f-ohare,F. O'Hare,MPO,10.0,1002.0,929.0
f-pevear,F. Pevear,MPO,4.0,625.0,939.0
f-rehm,F. Rehm,MPO,8.0,740.0,912.0
f-runsj,F. Runsjø,MPO,13.0,955.0,927.0
f-schaljo,F. Schaljo,MPO,13.0,906.0,905.0
f-sitja,F. Sitja,MPO,1.0,800.0,911.0
f-skold,F. Sköld,MPO,5.0,2785.0,979.0
f-smith,F. Smith,MPO,28.0,1722.0,1830.0
f-stenmark,F. Stenmark,MPO,13.0,2022.0,938.0
f-sorenson-sanchez,F. Sörenson Sánchez,MPO,15.0,1017.0,929.0
f-taylor,F. Taylor,MPO,18.0,1532.0,916.0
f-tomeczek,F. Tomeczek,MPO,24.0,3125.0,987.0
f-trenz,F. Trenz,MPO,16.0,524.0,954.0
f-white,F. White,MPO,20.0,1120.0,939.0
f-wruk,F. Wruk,MPO,13.0,2682.0,948.0
f-zosars,F. Zosars,MPO,19.0,1277.0,980.0
f-de-vries,F. de Vries,MPO,8.0,778.0,941.0
g-adams,G. Adams,MPO,4.0,1375.0,903.0
g-anselmo,G. Anselmo,MPO,11.0,3202.0,1011.0
g-babcock,G. Babcock,MPO,14.0,1622.0,986.0
g-baker,G. Baker,MPO,1.0,696.0,894.0
g-barr,G. Barr,MPO,3.0,2005.0,968.0
g-barsby,G. Barsby,MPO,10.0,725.0,929.0
g-bennett,G. Bennett,MPO,9.0,1590.0,980.0
g-beno,G. Beno,MPO,1.0,960.0,966.0
g-benson,G. Benson,MPO,7.0,835.0,958.0
g-benton,G. Benton,MPO,5.0,622.0,931.0
g-breazeale,G. Breazeale,MPO,14.0,2030.0,1005.0
g-brittain,G. Brittain,MPO,7.0,502.0,974.0
g-bruker,G. Bruker,MPO,5.0,710.0,954.0
g-buhr,G. Buhr,MPO,7.0,530.0,952.0
g-bush,G. Bush,MPO,6.0,1127.0,930.0
g-carle,G. Carle,MPO,4.0,1372.0,1021.0
g-castillo,G. Castillo,MPO,29.0,10232.0,1007.0
g-chance,G. Chance,MPO,12.0,1120.0,944.0
g-chapp,G. Chapp,MPO,22.0,1157.0,940.0
g-colwell,G. Colwell,MPO,16.0,2270.0,899.0
g-costa,G. Costa,MPO,17.0,2907.0,996.0
g-dahlen,G. Dahlén,MPO,3.0,500.0,932.0
g-dammann,G. Dammann,MPO,8.0,1287.0,975.0
g-diemler,G. Diemler,MPO,3.0,712.0,967.0
g-dillard,G. Dillard,MPO,2.0,667.0,962.0
g-drake,G. Drake,MPO,1.0,594.0,963.0
g-ersto,G. Ersto,MPO,3.0,507.0,882.0
g-everson,G. Everson,MPO,11.0,1186.0,921.0
g-feuerhaken,G. Feuerhaken,MPO,4.0,505.0,974.0
g-fisher,G. Fisher,MPO,72.0,8826.0,2824.0
g-flowers,G. Flowers,MPO,5.0,492.0,911.0
g-freeman,G. Freeman,MPO,20.0,1010.0,952.0
g-freudenstein,G. Freudenstein,MPO,7.0,962.0,966.0
g-gatzke,G. Gatzke,MPO,10.0,1462.0,964.0
g-glass,G. Glass,MPO,7.0,777.0,958.0
g-gricius,G. Gricius,MPO,4.0,1427.0,969.0
g-grootenboer,G. Grootenboer,MPO,7.0,1252.0,981.0
g-grundmanis,G. Grundmanis,MPO,6.0,902.0,949.0
g-gurthie,G. Gurthie,MPO,4.0,855.0,967.0
g-herron,G. HERRON,MPO,5.0,1007.0,909.0
g-hancock,G. Hancock,MPO,23.0,1832.0,913.0
g-hines,G. Hines,MPO,1.0,480.0,977.0
g-hungerford,G. Hungerford,MPO,16.0,534.0,956.0
g-iliff,G. Iliff,MPO,5.0,615.0,950.0
g-joannides,G. Joannides,MPO,10.0,967.0,908.0
g-johnson,G. Johnson,MPO,11.0,866.0,912.0
g-jones,G. Jones,MPO,3.0,513.0,948.0
g-kamenos,G. Kamenos,MPO,10.0,873.0,928.0
g-klein,G. Klein,MPO,39.0,6965.0,977.0
g-lorenz,G. Lorenz,MPO,3.0,1260.0,942.0
g-luna,G. Luna,MPO,19.0,1750.0,880.0
g-maddox,G. Maddox,MPO,10.0,1440.0,989.0
g-marter,G. Marter,MPO,2.0,1662.0,961.0
g-martin,G. Martin,MPO,8.0,1635.0,952.0
g-mcwilliams,G. McWilliams,MPO,13.0,2062.0,990.0
g-miller,G. Miller,MPO,1.0,3130.0,991.0
g-mirizio,G. Mirizio,MPO,1.0,1310.0,973.0
g-neustadt,G. Neustadt,MPO,15.0,9415.0,1009.0
g-newsom,G. Newsom,MPO,18.0,3575.0,929.0
