game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,def_solo,def_tot,fielding_catches,fielding_runouts,match_played,receiving_tds,receiving_yards,receptions,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_yds,rush_att,rush_lg,rush_yds,score_conv,score_p,score_pts,score_tot
cricket-odi-2012-02-12-518959,2012-02-12,2012,1,ODI,Australia,India,4.0,0.0,1.0,8.0,2.0,0.0,60.0,0.0,0.0,57.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
cricket-odi-2012-02-24-518964,2012-02-24,2012,1,ODI,Australia,Sri Lanka,,,,,,,36.0,0.0,0.0,43.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
cricket-tests-2012-01-13-518952,2012-01-13,2012,1,TESTS,Australia,India,17.0,0.0,0.0,9.0,9.0,0.0,205.0,9.0,0.0,67.0,2.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
cricket-tests-2012-01-24-518953,2012-01-24,2012,1,TESTS,Australia,India,51.0,3.0,1.0,9.0,35.0,1.0,264.0,12.0,0.0,112.0,4.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
cricket-tests-2012-04-07-540176,2012-04-07,2012,1,TESTS,West Indies,Australia,127.0,7.0,1.0,9.0,72.0,0.0,226.0,11.0,1.0,114.0,5.0,0.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
cricket-tests-2012-04-23-540178,2012-04-23,2012,1,TESTS,West Indies,Australia,45.0,1.0,0.0,8.0,13.0,0.0,150.0,2.0,1.0,70.0,1.0,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
cricket-ipl-2013-04-07-598003,2013-04-07,2013,1,IPL,Pune Warriors,Kings XI Punjab,,,,,,,24.0,0.0,0.0,12.0,1.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
cricket-ipl-2013-04-10-598007,2013-04-10,2013,1,IPL,Kings XI Punjab,Chennai Super Kings,2.0,0.0,0.0,9.0,0.0,0.0,24.0,0.0,0.0,30.0,0.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
cricket-ipl-2013-04-14-598014,2013-04-14,2013,1,IPL,Rajasthan Royals,Kings XI Punjab,3.0,0.0,1.0,9.0,2.0,0.0,24.0,0.0,0.0,30.0,0.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
cricket-tests-2013-07-18-566933,2013-07-18,2013,1,TESTS,England,Australia,65.0,2.0,0.0,11.0,26.0,0.0,265.0,11.0,0.0,103.0,7.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
cricket-tests-2013-08-01-566934,2013-08-01,2013,1,TESTS,England,Australia,3.0,0.0,1.0,1.0,0.0,0.0,228.0,12.0,0.0,95.0,4.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
cricket-tests-2013-08-09-566935,2013-08-09,2013,1,TESTS,England,Australia,51.0,6.0,0.0,9.0,39.0,0.0,282.0,5.0,5.0,187.0,9.0,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
cricket-tests-2013-08-21-566936,2013-08-21,2013,1,TESTS,England,Australia,29.0,1.0,0.0,10.0,34.0,2.0,198.0,10.0,2.0,85.0,4.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
cricket-tests-2013-11-21-592397,2013-11-21,2013,1,TESTS,Australia,England,17.0,0.0,0.0,10.0,9.0,0.0,204.0,9.0,0.0,77.0,5.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
cricket-tests-2013-12-05-592398,2013-12-05,2013,1,TESTS,Australia,England,54.0,6.0,1.0,10.0,55.0,2.0,202.0,12.0,1.0,85.0,3.0,2.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,
cricket-tests-2013-12-13-592399,2013-12-13,2013,1,TESTS,Australia,England,19.0,1.0,0.0,10.0,12.0,0.0,246.0,12.0,1.0,121.0,4.0,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
cricket-tests-2013-12-26-592400,2013-12-26,2013,1,TESTS,Australia,England,27.0,1.0,0.0,9.0,6.0,0.0,204.0,9.0,0.0,81.0,2.0,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
cricket-bbl-2014-01-18-654081,2014-01-18,2014,1,BBL,Adelaide Strikers,Brisbane Heat,2.0,0.0,1.0,9.0,1.0,0.0,20.0,0.0,0.0,14.0,2.0,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
cricket-bbl-2014-01-23-654089,2014-01-23,2014,1,BBL,Hobart Hurricanes,Brisbane Heat,4.0,0.0,0.0,9.0,3.0,0.0,24.0,0.0,0.0,42.0,2.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
cricket-tests-2014-01-03-592401,2014-01-03,2014,1,TESTS,Australia,England,37.0,3.0,0.0,9.0,35.0,2.0,142.0,9.0,0.0,61.0,8.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
cricket-tests-2014-02-12-648673,2014-02-12,2014,1,TESTS,South Africa,Australia,31.0,2.0,0.0,9.0,19.0,0.0,178.0,8.0,0.0,86.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
cricket-tests-2014-02-20-648675,2014-02-20,2014,1,TESTS,South Africa,Australia,55.0,5.0,0.0,10.0,32.0,1.0,240.0,7.0,0.0,137.0,1.0,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
cricket-tests-2014-03-01-648677,2014-03-01,2014,1,TESTS,South Africa,Australia,3.0,1.0,1.0,9.0,4.0,0.0,279.0,25.0,1.0,95.0,7.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
cricket-tests-2014-12-09-754737,2014-12-09,2014,1,TESTS,Australia,India,,,,,,,240.0,12.0,0.0,104.0,2.0,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
cricket-tests-2014-12-26-754741,2014-12-26,2014,1,TESTS,Australia,India,156.0,10.0,0.0,9.0,95.0,1.0,252.0,15.0,0.0,100.0,6.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
cricket-tests-2015-01-06-754743,2015-01-06,2015,1,TESTS,Australia,India,9.0,5.0,0.0,8.0,25.0,0.0,264.0,10.0,3.0,130.0,2.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2018_10_13_OTT@EDM,2018-10-13,2018,1,CFL,OTT,EDM,,,,,,,,,,,,,,,,,,,,,16.0,2.0,2.0,,,20.0,24.0,2.0,39.0,,,,,,,
FOOTBALL_CFL_2018_10_19_HAM@OTT,2018-10-19,2018,1,CFL,HAM,OTT,,,,,,,,,,,,,,,,,,,,,58.0,5.0,6.0,,66.0,128.0,,,,,,,,,,
FOOTBALL_CFL_2018_10_27_OTT@HAM,2018-10-27,2018,1,CFL,OTT,HAM,,,,,,,,,,,,,,,,,,,,,15.0,6.0,7.0,,13.0,62.0,,,,1.0,-1.0,-1.0,,,,
FOOTBALL_CFL_2018_10_5_WPG@OTT,2018-10-05,2018,1,CFL,WPG,OTT,,,,,,,,,,,,,,,,,,,,,11.0,2.0,4.0,,,14.0,,,,,,,,,,
FOOTBALL_CFL_2018_11_18_HAM@OTT,2018-11-18,2018,1,CFL,HAM,OTT,,,,,,,,,,,,,,,,,,,,,30.0,6.0,7.0,,22.0,71.0,,,,,,,,,,
FOOTBALL_CFL_2018_11_25_OTT@CGY,2018-11-25,2018,1,CFL,OTT,CGY,,,,,,,,,,,,,2.0,2.0,,,,,,,22.0,4.0,6.0,,27.0,66.0,24.0,3.0,40.0,,,,,,,
FOOTBALL_CFL_2018_11_2_TOR@OTT,2018-11-02,2018,1,CFL,TOR,OTT,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,4.0,32.0,,,,,,,
FOOTBALL_CFL_2018_7_12_CGY@OTT,2018-07-12,2018,1,CFL,CGY,OTT,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
FOOTBALL_CFL_2018_7_20_BC@OTT,2018-07-20,2018,1,CFL,BC,OTT,,,,,,,,,,,,,,,,,,,,,18.0,4.0,5.0,,31.0,56.0,,,,,,,,,,
FOOTBALL_CFL_2018_7_28_OTT@HAM,2018-07-28,2018,1,CFL,OTT,HAM,,,,,,,,,,,,,,,,,,,,,45.0,3.0,5.0,,6.0,61.0,,,,,,,,,,
FOOTBALL_CFL_2018_7_6_OTT@MTL,2018-07-06,2018,1,CFL,OTT,MTL,,,,,,,,,,,,,,,,,,,,,10.0,1.0,1.0,,,10.0,,,,,,,,,,
FOOTBALL_CFL_2018_8_11_MTL@OTT,2018-08-11,2018,1,CFL,MTL,OTT,,,,,,,,,,,,,,,,,,,,,19.0,6.0,7.0,1.0,23.0,70.0,,,,,,,,1.0,6.0,1.0
FOOTBALL_CFL_2018_8_17_OTT@WPG,2018-08-17,2018,1,CFL,OTT,WPG,,,,,,,,,,,,,,,,,,,,,25.0,2.0,3.0,,6.0,30.0,5.0,1.0,5.0,,,,,,,
FOOTBALL_CFL_2018_8_2_OTT@TOR,2018-08-02,2018,1,CFL,OTT,TOR,,,,,,,,,,,,,,,,,,,,,40.0,5.0,5.0,,50.0,73.0,,,,,,,,,,
FOOTBALL_CFL_2018_8_31_MTL@OTT,2018-08-31,2018,1,CFL,MTL,OTT,,,,,,,,,,,,,,,,,,,,,17.0,2.0,5.0,,10.0,25.0,,,,,,,,,,
FOOTBALL_CFL_2018_9_15_OTT@SSK,2018-09-15,2018,1,CFL,OTT,SSK,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,1.0,27.0,77.0,,,,,,,,1.0,6.0,1.0
FOOTBALL_CFL_2018_9_22_EDM@OTT,2018-09-22,2018,1,CFL,EDM,OTT,,,,,,,,,,,,,,,,,,,,,35.0,4.0,7.0,,29.0,51.0,5.0,1.0,5.0,,,,,,,
FOOTBALL_CFL_2018_9_7_OTT@BC,2018-09-07,2018,1,CFL,OTT,BC,,,,,,,,,,,,,,,,,,,,,13.0,2.0,4.0,,1.0,17.0,29.0,3.0,65.0,,,,,,,
FOOTBALL_CFL_2019_10_11_OTT@TOR,2019-10-11,2019,1,CFL,OTT,TOR,,,,,,,,,,,,,,,,,,,,,24.0,7.0,10.0,1.0,39.0,96.0,,,,,,,,1.0,6.0,1.0
FOOTBALL_CFL_2019_10_19_OTT@HAM,2019-10-19,2019,1,CFL,OTT,HAM,,,,,,,,,,,,,,,,,,,,,11.0,4.0,6.0,,4.0,30.0,,,,,,,,,,
FOOTBALL_CFL_2019_10_26_OTT@TOR,2019-10-26,2019,1,CFL,OTT,TOR,,,,,,,,,,,,,1.0,1.0,,,,,,,15.0,3.0,5.0,,4.0,38.0,,,,,,,,,,
FOOTBALL_CFL_2019_11_1_MTL@OTT,2019-11-01,2019,1,CFL,MTL,OTT,,,,,,,,,,,,,,,,,,,,,20.0,7.0,7.0,,20.0,65.0,,,,,,,,,,
FOOTBALL_CFL_2019_6_15_OTT@CGY,2019-06-15,2019,1,CFL,OTT,CGY,,,,,,,,,,,,,1.0,1.0,,,,,,,26.0,6.0,7.0,,32.0,82.0,,,,1.0,3.0,3.0,1.0,,2.0,
FOOTBALL_CFL_2019_6_20_SSK@OTT,2019-06-20,2019,1,CFL,SSK,OTT,,,,,,,,,,,,,,,,,,,,,22.0,5.0,9.0,1.0,7.0,51.0,,,,,,,,1.0,6.0,1.0
FOOTBALL_CFL_2019_7_13_MTL@OTT,2019-07-13,2019,1,CFL,MTL,OTT,,,,,,,,,,,,,,,,,,,,,42.0,6.0,9.0,,32.0,89.0,25.0,5.0,86.0,,,,,,,
FOOTBALL_CFL_2019_7_5_WPG@OTT,2019-07-05,2019,1,CFL,WPG,OTT,,,,,,,,,,,,,,,,,,,,,30.0,6.0,10.0,,19.0,87.0,,,,,,,,,,
